date,precip_mm_sum
2019-01-01,0.0
2019-01-02,0.0
2019-01-03,0.6850070847880363
2019-01-04,2.775396781548133
2019-01-05,0.0
2019-01-06,0.0
2019-01-07,0.029456758996383357
2019-01-08,0.02472011825283442
2019-01-09,0.0
2019-01-10,0.0
2019-01-11,0.0
2019-01-12,3.5438008546341275
2019-01-13,0.0
2019-01-14,0.0
2019-01-15,0.021056421992026182
2019-01-16,0.03235854689878116
2019-01-17,0.809303112678762
2019-01-18,0.0
2019-01-19,0.0
2019-01-20,0.0
2019-01-21,0.0
2019-01-22,6.114177064140015
2019-01-23,0.0
2019-01-24,0.0
2019-01-25,0.0
2019-01-26,0.0
2019-01-27,0.0
2019-01-28,0.0
2019-01-29,0.0
2019-01-30,9.243205996426838
2019-01-31,2.659034260252672
2019-02-01,1.3084685639579468
2019-02-02,0.024616671960821578
2019-02-03,4.654228926239371
2019-02-04,0.0
2019-02-05,0.15621399853896611
2019-02-06,0.0
2019-02-07,0.7206890065585668
2019-02-08,1.0481145774373626
2019-02-09,5.3513755079900855
2019-02-10,0.29175812119269345
2019-02-11,3.154157404894485
2019-02-12,0.2755392359172306
2019-02-13,0.0
2019-02-14,6.169679910929135
2019-02-15,0.0
2019-02-16,7.102975462742592
2019-02-17,0.024630637373820624
2019-02-18,0.0
2019-02-19,1.425938237469722
2019-02-20,1.5588065057153555
2019-02-21,17.509118979163784
2019-02-22,0.0
2019-02-23,0.0
2019-02-24,0.0
2019-02-25,0.0
2019-02-26,0.0
2019-02-27,0.0
2019-02-28,3.889292623968619
2019-03-01,0.48106888759997074
2019-03-02,4.42019308985424
2019-03-03,1.6797188822608071
2019-03-04,0.0
2019-03-05,0.0
2019-03-06,0.0
2019-03-07,0.0
2019-03-08,1.2818647011854578
2019-03-09,0.0
2019-03-10,9.157139430860715
2019-03-11,9.335683723788387
2019-03-12,0.820239118102605
2019-03-13,0.0
2019-03-14,0.0
2019-03-15,0.0
2019-03-16,0.35901014020180166
2019-03-17,2.316154469059824
2019-03-18,0.0654362774815386
2019-03-19,0.0
2019-03-20,0.0
2019-03-21,0.0
2019-03-22,0.0
2019-03-23,0.0
2019-03-24,0.03311679521483899
2019-03-25,6.088400433628358
2019-03-26,0.0
2019-03-27,0.029959309392709174
2019-03-28,0.0
2019-03-29,1.9407548093038298
2019-03-30,6.176986870925081
2019-03-31,0.0
2019-04-01,0.0
2019-04-02,0.0
2019-04-03,0.0
2019-04-04,6.673111571332489
2019-04-05,0.0
2019-04-06,0.0
2019-04-07,1.027394355940849
2019-04-08,1.589311530722267
2019-04-09,2.164202596996974
2019-04-10,0.0
2019-04-11,3.212037547942131
2019-04-12,0.0
2019-04-13,0.7616683539678776
2019-04-14,0.0
2019-04-15,0.6306569133164089
2019-04-16,0.0
2019-04-17,3.9111055606592586
2019-04-18,1.4653157783105306
2019-04-19,0.0
2019-04-20,0.0
2019-04-21,0.9790174532048177
2019-04-22,6.380704675103219
2019-04-23,1.1972000490630443
2019-04-24,1.1665037009883559
2019-04-25,0.23550905942940098
2019-04-26,0.0
2019-04-27,0.0
2019-04-28,0.0
2019-04-29,6.556424749976838
2019-04-30,16.530809964576946
2019-05-01,0.0
2019-05-02,0.0
2019-05-03,0.0
2019-05-04,0.0
2019-05-05,0.05030823687969877
2019-05-06,0.788990672621482
2019-05-07,0.0
2019-05-08,0.0
2019-05-09,0.0
2019-05-10,2.9012988402984976
2019-05-11,0.16194346069348578
2019-05-12,0.0
2019-05-13,0.0
2019-05-14,0.0
2019-05-15,0.0
2019-05-16,0.0
2019-05-17,0.0
2019-05-18,0.0
2019-05-19,0.0
2019-05-20,0.005048052834298059
2019-05-21,0.23551759124092625
2019-05-22,1.675599032914054
2019-05-23,9.22709575497306
2019-05-24,7.312238429585067
2019-05-25,17.58184692151202
2019-05-26,10.843576988506104
2019-05-27,2.871313430681852
2019-05-28,17.179609401778347
2019-05-29,4.604851459901522
2019-05-30,0.9245224027138288
2019-05-31,0.0
2019-06-01,1.7031281505826736
2019-06-02,0.0
2019-06-03,0.0
2019-06-04,0.0
2019-06-05,0.16483450512151343
2019-06-06,0.0
2019-06-07,0.0
2019-06-08,0.0
2019-06-09,0.6415250127792544
2019-06-10,0.0
2019-06-11,1.4227961755939749
2019-06-12,0.015708699439223043
2019-06-13,0.07181786207233345
2019-06-14,0.07666919541839921
2019-06-15,0.05559033077166985
2019-06-16,0.0
2019-06-17,0.0
2019-06-18,0.0
2019-06-19,0.0
2019-06-20,0.0
2019-06-21,3.536888530549221
2019-06-22,0.0
2019-06-23,0.0
2019-06-24,0.08370003776003795
2019-06-25,0.0
2019-06-26,0.0
2019-06-27,0.10670310834522728
2019-06-28,0.0
2019-06-29,0.24293747297702806
2019-06-30,0.0
2019-07-01,0.0
2019-07-02,0.0
2019-07-03,0.0
2019-07-04,0.0
2019-07-05,0.0
