date,precip_mm_sum,soil_surface_moisture,soil_rootzone_moisture,t2m_mean,t2m_max,t2m_min,precip_mm_sum_lag7,precip_mm_sum_lag14,soil_surface_moisture_lag7,soil_surface_moisture_lag14,soil_rootzone_moisture_lag7,soil_rootzone_moisture_lag14,t2m_mean_lag7,t2m_mean_lag14,t2m_max_lag7,t2m_max_lag14,t2m_min_lag7,t2m_min_lag14,precip_mm_sum_lag7,soil_surface_moisture_lag7,soil_rootzone_moisture_lag7,t2m_mean_lag7,t2m_max_lag7,t2m_min_lag7,precip_mm_sum_lag14,soil_surface_moisture_lag14,soil_rootzone_moisture_lag14,t2m_mean_lag14,t2m_max_lag14,t2m_min_lag14,ndvi_delta,ndvi,ndvi_anomaly
2019-08-20,0.0,1.998907076359825,11.207906490268256,37.8,37.8,27.4,0.0,0.0,2.053038360748126,2.2728804022910527,12.93660862073356,17.910068274059256,39.2,37.4,39.2,37.4,26.8,26.4,0.0,2.053038360748126,12.93660862073356,39.2,39.2,26.8,0.0,2.2728804022910527,17.910068274059256,37.4,37.4,26.4,0.0,0.5084700716138986,-1.1403729544873844
2019-08-21,0.0,1.998907076359825,11.114645016631092,36.7,36.7,27.0,0.0,0.0,2.086764693002721,2.219371731801373,12.621794336729552,16.88251132154911,38.1,38.1,38.1,38.1,27.5,26.2,0.0,2.086764693002721,12.621794336729552,38.1,38.1,27.5,0.0,2.219371731801373,16.88251132154911,38.1,38.1,26.2,0.0,0.5084700716138986,-1.0829992038075567
2019-08-22,0.0,2.2817841711191926,11.138896101751802,36.9,36.9,26.6,4.5008078914665,0.0,2.1204910252573166,2.165863061311693,12.306980052725544,15.854954369038966,36.6,38.8,36.6,38.8,27.1,26.9,4.5008078914665,2.1204910252573166,12.306980052725544,36.6,36.6,27.1,0.0,2.165863061311693,15.854954369038966,38.8,38.8,26.9,0.004953337981203898,0.5084700716138986,-1.034387356189564
2019-08-23,0.0,2.5646612658785606,11.163147186872514,36.1,36.1,26.3,0.0,0.0,2.079963042291486,2.1123543908220133,12.002796514331225,14.82739741652882,37.6,39.8,37.6,39.8,27.9,27.2,0.0,2.079963042291486,12.002796514331225,37.6,37.6,27.9,0.0,2.1123543908220133,14.82739741652882,39.8,39.8,27.2,0.004953337981203898,0.5084700716138986,-0.9963151408972145
2019-08-24,0.0,2.8475383606379285,11.187398271993224,35.7,35.7,26.1,0.0,0.0,2.039435059325656,2.0813402700458523,11.698612975936902,14.302072579265069,39.2,39.1,39.2,39.1,27.3,26.7,0.0,2.039435059325656,11.698612975936902,39.2,39.2,27.3,0.0,2.0813402700458523,14.302072579265069,39.1,39.1,26.7,0.004953337981203898,0.5084700716138986,-0.9734040355511855
2019-08-25,10.453730974243756,2.5646612658785606,11.184513822573397,35.6,35.6,25.9,0.0,0.0,1.998907076359825,2.050326149269692,11.39442943754258,13.77674774200132,39.5,39.0,39.5,39.0,27.2,26.9,0.0,1.998907076359825,11.39442943754258,39.5,39.5,27.2,0.0,2.050326149269692,13.77674774200132,39.0,39.0,26.9,0.004953337981203898,0.5084700716138986,-0.9778931914744858
2019-08-26,0.0,2.2817841711191926,11.181629373153568,39.4,39.4,26.6,0.0,0.0,1.998907076359825,2.019312028493531,11.301167963905415,13.251422904737568,38.6,39.4,38.6,39.4,27.2,27.0,0.0,1.998907076359825,11.301167963905415,38.6,38.6,27.2,0.0,2.019312028493531,13.251422904737568,39.4,39.4,27.0,0.004953337981203898,0.5084700716138986,-1.0509833306227803
2019-08-27,3.776883850672127,1.998907076359825,11.178744923733738,37.1,37.1,27.3,0.0,0.0,1.998907076359825,2.053038360748126,11.207906490268256,12.93660862073356,37.8,39.2,37.8,39.2,27.4,26.8,0.0,1.998907076359825,11.207906490268256,37.8,37.8,27.4,0.0,2.053038360748126,12.93660862073356,39.2,39.2,26.8,0.004953337981203898,0.5084700716138986,-0.9831050795647535
2019-08-28,0.0,1.998907076359825,11.157378288032856,36.4,36.4,24.8,0.0,0.0,1.998907076359825,2.086764693002721,11.114645016631092,12.621794336729552,36.7,38.1,36.7,38.1,27.0,27.5,0.0,1.998907076359825,11.114645016631092,36.7,36.7,27.0,0.0,2.086764693002721,12.621794336729552,38.1,38.1,27.5,0.004953337981203898,0.5084700716138986,-0.9196104142949403
2019-08-29,0.0,1.998907076359825,11.136011652331977,35.0,35.0,26.4,0.0,4.5008078914665,2.2817841711191926,2.1204910252573166,11.138896101751802,12.306980052725544,36.9,36.6,36.9,36.6,26.6,27.1,0.0,2.2817841711191926,11.138896101751802,36.9,36.9,26.6,4.5008078914665,2.1204910252573166,12.306980052725544,36.6,36.6,27.1,0.0,0.5134234095951025,-0.4365040761422231
2019-08-30,0.0,1.998907076359825,11.114645016631092,35.9,35.9,25.4,0.0,0.0,2.5646612658785606,2.079963042291486,11.163147186872514,12.002796514331225,36.1,37.6,36.1,37.6,26.3,27.9,0.0,2.5646612658785606,11.163147186872514,36.1,36.1,26.3,0.0,2.079963042291486,12.002796514331225,37.6,37.6,27.9,0.0,0.5134234095951025,-0.39243405374858886
2019-08-31,0.0,1.998907076359825,11.114645016631092,34.7,34.7,24.2,0.0,0.0,2.8475383606379285,2.039435059325656,11.187398271993224,11.698612975936902,35.7,39.2,35.7,39.2,26.1,27.3,0.0,2.8475383606379285,11.187398271993224,35.7,35.7,26.1,0.0,2.039435059325656,11.698612975936902,39.2,39.2,27.3,0.0,0.5134234095951025,-0.347735494174598
2019-09-01,0.7021132211695484,1.998907076359825,11.114645016631092,33.9,33.9,23.6,10.453730974243756,0.0,2.5646612658785606,1.998907076359825,11.184513822573397,11.39442943754258,35.6,39.5,35.6,39.5,25.9,27.2,10.453730974243756,2.5646612658785606,11.184513822573397,35.6,35.6,25.9,0.0,1.998907076359825,11.39442943754258,39.5,39.5,27.2,0.0,0.5134234095951025,-0.30196308789348114
2019-09-02,0.0,1.998907076359825,11.114645016631092,36.5,36.5,25.3,0.0,0.0,2.2817841711191926,1.998907076359825,11.181629373153568,11.301167963905415,39.4,38.6,39.4,38.6,26.6,27.2,0.0,2.2817841711191926,11.181629373153568,39.4,39.4,26.6,0.0,1.998907076359825,11.301167963905415,38.6,38.6,27.2,0.0,0.5134234095951025,-0.2545657459720799
2019-09-03,0.0,1.998907076359825,11.114645016631092,36.3,36.3,23.6,3.776883850672127,0.0,1.998907076359825,1.998907076359825,11.178744923733738,11.207906490268256,37.1,37.8,37.1,37.8,27.3,27.4,3.776883850672127,1.998907076359825,11.178744923733738,37.1,37.1,27.3,0.0,1.998907076359825,11.207906490268256,37.8,37.8,27.4,0.0,0.5134234095951025,-0.20482816446817934
2019-09-04,0.0,1.998907076359825,11.114645016631092,37.3,37.3,26.0,0.0,0.0,1.998907076359825,1.998907076359825,11.157378288032856,11.114645016631092,36.4,36.7,36.4,36.7,24.8,27.0,0.0,1.998907076359825,11.157378288032856,36.4,36.4,24.8,0.0,1.998907076359825,11.114645016631092,36.7,36.7,27.0,0.0,0.5134234095951025,-0.15177346412719536
2019-09-05,0.0,1.998907076359825,11.114645016631092,37.5,37.5,24.6,0.0,0.0,1.998907076359825,2.2817841711191926,11.136011652331977,11.138896101751802,35.0,36.9,35.0,36.9,26.4,26.6,0.0,1.998907076359825,11.136011652331977,35.0,35.0,26.4,0.0,2.2817841711191926,11.138896101751802,36.9,36.9,26.6,0.0,0.5134234095951025,-0.09398983218361238
2019-09-06,0.0,1.998907076359825,11.114645016631092,37.5,37.5,26.1,0.0,0.0,1.998907076359825,2.5646612658785606,11.114645016631092,11.163147186872514,35.9,36.1,35.9,36.1,25.4,26.3,0.0,1.998907076359825,11.114645016631092,35.9,35.9,25.4,0.0,2.5646612658785606,11.163147186872514,36.1,36.1,26.3,0.0,0.5134234095951025,-0.029296262190022605
2019-09-07,0.0,1.998907076359825,11.114645016631092,37.4,37.4,25.9,0.0,0.0,1.998907076359825,2.8475383606379285,11.114645016631092,11.187398271993224,34.7,35.7,34.7,35.7,24.2,26.1,0.0,1.998907076359825,11.114645016631092,34.7,34.7,24.2,0.0,2.8475383606379285,11.187398271993224,35.7,35.7,26.1,-0.04337183141957718,0.5134234095951025,0.045970905381157355
2019-09-08,0.0,1.998907076359825,11.114645016631092,37.0,37.0,26.0,0.7021132211695484,10.453730974243756,1.998907076359825,2.5646612658785606,11.114645016631092,11.184513822573397,33.9,35.6,33.9,35.6,23.6,25.9,0.7021132211695484,1.998907076359825,11.114645016631092,33.9,33.9,23.6,10.453730974243756,2.5646612658785606,11.184513822573397,35.6,35.6,25.9,-0.04337183141957718,0.5134234095951025,0.1387067747131577
2019-09-09,0.0,2.0941970722550023,11.114645016631092,35.6,35.6,25.5,0.0,0.0,1.998907076359825,2.2817841711191926,11.114645016631092,11.181629373153568,36.5,39.4,36.5,39.4,25.3,26.6,0.0,1.998907076359825,11.114645016631092,36.5,36.5,25.3,0.0,2.2817841711191926,11.181629373153568,39.4,39.4,26.6,-0.04337183141957718,0.5134234095951025,0.26429697817402925
2019-09-10,1.2260194993031983,2.1894870681501795,11.114645016631092,34.0,34.0,24.0,0.0,3.776883850672127,1.998907076359825,1.998907076359825,11.114645016631092,11.178744923733738,36.3,37.1,36.3,37.1,23.6,27.3,0.0,1.998907076359825,11.114645016631092,36.3,36.3,23.6,3.776883850672127,1.998907076359825,11.178744923733738,37.1,37.1,27.3,-0.04337183141957718,0.5134234095951025,0.46899213657490896
2019-09-11,1.4849027608421157,2.2847770640453566,11.114645016631092,34.3,34.3,23.9,0.0,0.0,1.998907076359825,1.998907076359825,11.114645016631092,11.157378288032856,37.3,36.4,37.3,36.4,26.0,24.8,0.0,1.998907076359825,11.114645016631092,37.3,37.3,26.0,0.0,1.998907076359825,11.157378288032856,36.4,36.4,24.8,-0.04337183141957718,0.5134234095951025,1.0506585235296135
2019-09-12,2.119713408956007,2.1894870681501795,11.114645016631092,35.2,35.2,24.9,0.0,0.0,1.998907076359825,1.998907076359825,11.114645016631092,11.136011652331977,37.5,35.0,37.5,35.0,24.6,26.4,0.0,1.998907076359825,11.114645016631092,37.5,37.5,24.6,0.0,1.998907076359825,11.136011652331977,35.0,35.0,26.4,-0.04337183141957718,0.5134234095951025,0.9828019259497305
2019-09-13,0.0,2.0941970722550023,11.114645016631092,35.5,35.5,24.0,0.0,0.0,1.998907076359825,1.998907076359825,11.114645016631092,11.114645016631092,37.5,35.9,37.5,35.9,26.1,25.4,0.0,1.998907076359825,11.114645016631092,37.5,37.5,26.1,0.0,1.998907076359825,11.114645016631092,35.9,35.9,25.4,-0.04337183141957718,0.5134234095951025,0.9193262080883794
2019-09-14,0.0,1.998907076359825,11.114645016631092,36.2,36.2,24.8,0.0,0.0,1.998907076359825,1.998907076359825,11.114645016631092,11.114645016631092,37.4,34.7,37.4,34.7,25.9,24.2,0.0,1.998907076359825,11.114645016631092,37.4,37.4,25.9,0.0,1.998907076359825,11.114645016631092,34.7,34.7,24.2,0.0,0.4700515781755253,-5.030489152617354
2019-09-15,0.0,1.998907076359825,11.114645016631092,35.9,35.9,24.1,0.0,0.7021132211695484,1.998907076359825,1.998907076359825,11.114645016631092,11.114645016631092,37.0,33.9,37.0,33.9,26.0,23.6,0.0,1.998907076359825,11.114645016631092,37.0,37.0,26.0,0.7021132211695484,1.998907076359825,11.114645016631092,33.9,33.9,23.6,0.0,0.4700515781755253,-3.5847060224543443
2019-09-16,0.0,1.998907076359825,11.114645016631092,35.9,35.9,25.7,0.0,0.0,2.0941970722550023,1.998907076359825,11.114645016631092,11.114645016631092,35.6,36.5,35.6,36.5,25.5,25.3,0.0,2.0941970722550023,11.114645016631092,35.6,35.6,25.5,0.0,1.998907076359825,11.114645016631092,36.5,36.5,25.3,0.0,0.4700515781755253,-2.8995568167552084
2019-09-17,0.0,1.998907076359825,11.114645016631092,34.2,34.2,24.5,1.2260194993031983,0.0,2.1894870681501795,1.998907076359825,11.114645016631092,11.114645016631092,34.0,36.3,34.0,36.3,24.0,23.6,1.2260194993031983,2.1894870681501795,11.114645016631092,34.0,34.0,24.0,0.0,1.998907076359825,11.114645016631092,36.3,36.3,23.6,0.0,0.4700515781755253,-2.475331387826039
2019-09-18,0.0,2.1666777895628075,11.114645016631092,36.6,36.6,24.6,1.4849027608421157,0.0,2.2847770640453566,1.998907076359825,11.114645016631092,11.114645016631092,34.3,37.3,34.3,37.3,23.9,26.0,1.4849027608421157,2.2847770640453566,11.114645016631092,34.3,34.3,23.9,0.0,1.998907076359825,11.114645016631092,37.3,37.3,26.0,0.0,0.4700515781755253,-2.1771032239969097
2019-09-19,13.267890945117191,2.33444850276579,11.114645016631092,34.9,34.9,25.9,2.119713408956007,0.0,2.1894870681501795,1.998907076359825,11.114645016631092,11.114645016631092,35.2,37.5,35.2,37.5,24.9,24.6,2.119713408956007,2.1894870681501795,11.114645016631092,35.2,35.2,24.9,0.0,1.998907076359825,11.114645016631092,37.5,37.5,24.6,0.0,0.4700515781755253,-1.9510498109644707
2019-09-20,3.0782598235811944,2.502219215968773,11.114645016631092,33.9,33.9,25.5,0.0,0.0,2.0941970722550023,1.998907076359825,11.114645016631092,11.114645016631092,35.5,37.5,35.5,37.5,24.0,26.1,0.0,2.0941970722550023,11.114645016631092,35.5,35.5,24.0,0.0,1.998907076359825,11.114645016631092,37.5,37.5,26.1,0.0,0.4700515781755253,-1.7708767502503764
2019-09-21,0.0,2.556391034133148,11.114645016631092,33.0,33.0,24.9,0.0,0.0,1.998907076359825,1.998907076359825,11.114645016631092,11.114645016631092,36.2,37.4,36.2,37.4,24.8,25.9,0.0,1.998907076359825,11.114645016631092,36.2,36.2,24.8,0.0,1.998907076359825,11.114645016631092,37.4,37.4,25.9,0.0,0.4700515781755253,-1.6219934677076961
2019-09-22,0.0,2.6105628522975226,11.114645016631092,34.0,34.0,24.6,0.0,0.0,1.998907076359825,1.998907076359825,11.114645016631092,11.114645016631092,35.9,37.0,35.9,37.0,24.1,26.0,0.0,1.998907076359825,11.114645016631092,35.9,35.9,24.1,0.0,1.998907076359825,11.114645016631092,37.0,37.0,26.0,0.0,0.4700515781755253,-1.495555571512926
2019-09-23,0.0,2.6647346704618977,11.114645016631092,36.2,36.2,25.1,0.0,0.0,1.998907076359825,2.0941970722550023,11.114645016631092,11.114645016631092,35.9,35.6,35.9,35.6,25.7,25.5,0.0,1.998907076359825,11.114645016631092,35.9,35.9,25.7,0.0,2.0941970722550023,11.114645016631092,35.6,35.6,25.5,-0.015915500840465502,0.4700515781755253,-1.3858394668223128
2019-09-24,0.0,2.443019561925494,11.114645016631092,34.7,34.7,24.9,0.0,1.2260194993031983,1.998907076359825,2.1894870681501795,11.114645016631092,11.114645016631092,34.2,34.0,34.2,34.0,24.5,24.0,0.0,1.998907076359825,11.114645016631092,34.2,34.2,24.5,1.2260194993031983,2.1894870681501795,11.114645016631092,34.0,34.0,24.0,-0.015915500840465502,0.4700515781755253,-1.2889484492550172
2019-09-25,0.0,2.22130445338909,11.114645016631092,35.8,35.8,24.7,0.0,1.4849027608421157,2.1666777895628075,2.2847770640453566,11.114645016631092,11.114645016631092,36.6,34.3,36.6,34.3,24.6,23.9,0.0,2.1666777895628075,11.114645016631092,36.6,36.6,24.6,1.4849027608421157,2.2847770640453566,11.114645016631092,34.3,34.3,23.9,-0.015915500840465502,0.4700515781755253,-1.202118955609232
2019-09-26,0.0,1.9995893448526865,11.114645016631092,36.4,36.4,24.8,13.267890945117191,2.119713408956007,2.33444850276579,2.1894870681501795,11.114645016631092,11.114645016631092,34.9,35.2,34.9,35.2,25.9,24.9,13.267890945117191,2.33444850276579,11.114645016631092,34.9,34.9,25.9,2.119713408956007,2.1894870681501795,11.114645016631092,35.2,35.2,24.9,-0.015915500840465502,0.4700515781755253,-1.1233231642235602
2019-09-27,0.0,1.999361922021733,11.114645016631092,35.4,35.4,25.1,3.0782598235811944,0.0,2.502219215968773,2.0941970722550023,11.114645016631092,11.114645016631092,33.9,35.5,33.9,35.5,25.5,24.0,3.0782598235811944,2.502219215968773,11.114645016631092,33.9,33.9,25.5,0.0,2.0941970722550023,11.114645016631092,35.5,35.5,24.0,-0.015915500840465502,0.4700515781755253,-1.0510287880274394
2019-09-28,0.0,1.999134499190779,11.114645016631092,35.2,35.2,25.5,0.0,0.0,2.556391034133148,1.998907076359825,11.114645016631092,11.114645016631092,33.0,36.2,33.0,36.2,24.9,24.8,0.0,2.556391034133148,11.114645016631092,33.0,33.0,24.9,0.0,1.998907076359825,11.114645016631092,36.2,36.2,24.8,-0.015915500840465502,0.4700515781755253,-0.9831475064884273
2019-09-29,0.0,1.998907076359825,11.114645016631092,35.8,35.8,25.9,0.0,0.0,2.6105628522975226,1.998907076359825,11.114645016631092,11.114645016631092,34.0,35.9,34.0,35.9,24.6,24.1,0.0,2.6105628522975226,11.114645016631092,34.0,34.0,24.6,0.0,1.998907076359825,11.114645016631092,35.9,35.9,24.1,-0.015915500840465502,0.4700515781755253,-0.9196501895240122
2019-09-30,0.2082613598392307,1.998907076359825,11.114645016631092,34.9,34.9,26.0,0.0,0.0,2.6647346704618977,1.998907076359825,11.114645016631092,11.114645016631092,36.2,35.9,36.2,35.9,25.1,25.7,0.0,2.6647346704618977,11.114645016631092,36.2,36.2,25.1,0.0,1.998907076359825,11.114645016631092,35.9,35.9,25.7,0.0,0.4541360773350598,-1.5180158547818865
2019-10-01,0.185565870881145,1.998907076359825,11.114645016631092,35.8,35.8,24.6,0.0,0.0,2.443019561925494,1.998907076359825,11.114645016631092,11.114645016631092,34.7,34.2,34.7,34.2,24.9,24.5,0.0,2.443019561925494,11.114645016631092,34.7,34.7,24.9,0.0,1.998907076359825,11.114645016631092,34.2,34.2,24.5,0.0,0.4541360773350598,-1.4102111417350633
2019-10-02,0.0,1.998907076359825,11.114645016631092,35.9,35.9,24.2,0.0,0.0,2.22130445338909,2.1666777895628075,11.114645016631092,11.114645016631092,35.8,36.6,35.8,36.6,24.7,24.6,0.0,2.22130445338909,11.114645016631092,35.8,35.8,24.7,0.0,2.1666777895628075,11.114645016631092,36.6,36.6,24.6,0.0,0.4541360773350598,-1.3155889960936857
2019-10-03,0.0,1.998907076359825,11.114645016631092,35.2,35.2,23.6,0.0,13.267890945117191,1.9995893448526865,2.33444850276579,11.114645016631092,11.114645016631092,36.4,34.9,36.4,34.9,24.8,25.9,0.0,1.9995893448526865,11.114645016631092,36.4,36.4,24.8,13.267890945117191,2.33444850276579,11.114645016631092,34.9,34.9,25.9,0.0,0.4541360773350598,-1.2315078846390757
2019-10-04,0.1661372644588278,1.998907076359825,11.114645016631092,34.0,34.0,24.1,0.0,3.0782598235811944,1.999361922021733,2.502219215968773,11.114645016631092,11.114645016631092,35.4,33.9,35.4,33.9,25.1,25.5,0.0,1.999361922021733,11.114645016631092,35.4,35.4,25.1,3.0782598235811944,2.502219215968773,11.114645016631092,33.9,33.9,25.5,0.0,0.4541360773350598,-1.1561038727917086
2019-10-05,0.0,1.998907076359825,11.114645016631092,34.0,34.0,23.1,0.0,0.0,1.999134499190779,2.556391034133148,11.114645016631092,11.114645016631092,35.2,33.0,35.2,33.0,25.5,24.9,0.0,1.999134499190779,11.114645016631092,35.2,35.2,25.5,0.0,2.556391034133148,11.114645016631092,33.0,33.0,24.9,0.0,0.4541360773350598,-1.0880784999674074
2019-10-06,0.0,1.998907076359825,11.114645016631092,35.4,35.4,24.0,0.0,0.0,1.998907076359825,2.6105628522975226,11.114645016631092,11.114645016631092,35.8,34.0,35.8,34.0,25.9,24.6,0.0,1.998907076359825,11.114645016631092,35.8,35.8,25.9,0.0,2.6105628522975226,11.114645016631092,34.0,34.0,24.6,0.0,0.4541360773350598,-1.0265937394462008
2019-10-07,0.485005660549104,1.998907076359825,11.114645016631092,32.7,32.7,21.3,0.2082613598392307,0.0,1.998907076359825,2.6647346704618977,11.114645016631092,11.114645016631092,34.9,36.2,34.9,36.2,26.0,25.1,0.2082613598392307,1.998907076359825,11.114645016631092,34.9,34.9,26.0,0.0,2.6647346704618977,11.114645016631092,36.2,36.2,25.1,0.0,0.4541360773350598,-0.9712577135245389
2019-10-08,0.0,1.998907076359825,11.114645016631092,30.0,30.0,17.8,0.185565870881145,0.0,1.998907076359825,2.443019561925494,11.114645016631092,11.114645016631092,35.8,34.7,35.8,34.7,24.6,24.9,0.185565870881145,1.998907076359825,11.114645016631092,35.8,35.8,24.6,0.0,2.443019561925494,11.114645016631092,34.7,34.7,24.9,0.0,0.4541360773350598,-0.9222266172607424
2019-10-09,0.0,2.443662229375585,11.230437397184437,32.6,32.6,21.3,0.0,0.0,1.998907076359825,2.22130445338909,11.114645016631092,11.114645016631092,35.9,35.8,35.9,35.8,24.2,24.7,0.0,1.998907076359825,11.114645016631092,35.9,35.9,24.2,0.0,2.22130445338909,11.114645016631092,35.8,35.8,24.7,0.00013187112993501282,0.4541360773350598,-0.8805288146130767
2019-10-10,0.0,2.8884173823913453,11.346229777737776,35.7,35.7,25.3,0.0,0.0,1.998907076359825,1.9995893448526865,11.114645016631092,11.114645016631092,35.2,36.4,35.2,36.4,23.6,24.8,0.0,1.998907076359825,11.114645016631092,35.2,35.2,23.6,0.0,1.9995893448526865,11.114645016631092,36.4,36.4,24.8,0.00013187112993501282,0.4541360773350598,-0.8489556824030664
2019-10-11,0.2494602828074763,3.3331725354071056,11.462022158291118,31.3,31.3,10.5,0.1661372644588278,0.0,1.998907076359825,1.999361922021733,11.114645016631092,11.114645016631092,34.0,35.4,34.0,35.4,24.1,25.1,0.1661372644588278,1.998907076359825,11.114645016631092,34.0,34.0,24.1,0.0,1.999361922021733,11.114645016631092,35.4,35.4,25.1,0.00013187112993501282,0.4541360773350598,-0.8348056127014686
2019-10-12,0.0,3.025095132076972,11.633638814853368,18.3,18.3,12.1,0.0,0.0,1.998907076359825,1.999134499190779,11.114645016631092,11.114645016631092,34.0,35.2,34.0,35.2,23.1,25.5,0.0,1.998907076359825,11.114645016631092,34.0,34.0,23.1,0.0,1.999134499190779,11.114645016631092,35.2,35.2,25.5,0.00013187112993501282,0.4541360773350598,-0.8610443197066038
2019-10-13,0.0,2.7170177287468387,11.80525547141562,24.7,24.7,14.8,0.0,0.0,1.998907076359825,1.998907076359825,11.114645016631092,11.114645016631092,35.4,35.8,35.4,35.8,24.0,25.9,0.0,1.998907076359825,11.114645016631092,35.4,35.4,24.0,0.0,1.998907076359825,11.114645016631092,35.8,35.8,25.9,0.00013187112993501282,0.4541360773350598,-1.0509464100975126
2019-10-14,0.3386717712087028,2.408940325416705,11.97687212797787,31.2,31.2,21.6,0.485005660549104,0.2082613598392307,1.998907076359825,1.998907076359825,11.114645016631092,11.114645016631092,32.7,34.9,32.7,34.9,21.3,26.0,0.485005660549104,1.998907076359825,11.114645016631092,32.7,32.7,21.3,0.2082613598392307,1.998907076359825,11.114645016631092,34.9,34.9,26.0,0.00013187112993501282,0.4541360773350598,-0.983070620391546
2019-10-15,4.156189892499398,2.298451510026697,11.93254615180865,31.4,31.4,24.5,0.0,0.185565870881145,1.998907076359825,1.998907076359825,11.114645016631092,11.114645016631092,30.0,35.8,30.0,35.8,17.8,24.6,0.0,1.998907076359825,11.114645016631092,30.0,30.0,17.8,0.185565870881145,1.998907076359825,11.114645016631092,35.8,35.8,24.6,0.00013187112993501282,0.4541360773350598,-0.9195781088353256
2019-10-16,32.689249223145445,2.187962694636689,11.888220175639429,26.5,26.5,16.6,0.0,0.0,2.443662229375585,1.998907076359825,11.230437397184437,11.114645016631092,32.6,35.9,32.6,35.9,21.3,24.2,0.0,2.443662229375585,11.230437397184437,32.6,32.6,21.3,0.0,1.998907076359825,11.114645016631092,35.9,35.9,24.2,0.0,0.4542679484649948,-0.8441873664575587
2019-10-17,0.0,2.0774738792466807,11.843894199470208,21.1,21.1,13.2,0.0,0.0,2.8884173823913453,1.998907076359825,11.346229777737776,11.114645016631092,35.7,35.2,35.7,35.2,25.3,23.6,0.0,2.8884173823913453,11.346229777737776,35.7,35.7,25.3,0.0,1.998907076359825,11.114645016631092,35.2,35.2,23.6,0.0,0.4542679484649948,-0.7878720212959377
2019-10-18,0.0,2.358034269341125,11.839159557337036,25.5,25.5,11.4,0.2494602828074763,0.1661372644588278,3.3331725354071056,1.998907076359825,11.462022158291118,11.114645016631092,31.3,34.0,31.3,34.0,10.5,24.1,0.2494602828074763,3.3331725354071056,11.462022158291118,31.3,31.3,10.5,0.1661372644588278,1.998907076359825,11.114645016631092,34.0,34.0,24.1,0.0,0.4542679484649948,-0.7337391978485704
2019-10-19,0.0,2.6385946594355687,11.834424915203863,32.3,32.3,18.5,0.0,0.0,3.025095132076972,1.998907076359825,11.633638814853368,11.114645016631092,18.3,34.0,18.3,34.0,12.1,23.1,0.0,3.025095132076972,11.633638814853368,18.3,18.3,12.1,0.0,1.998907076359825,11.114645016631092,34.0,34.0,23.1,0.0,0.4542679484649948,-0.6812731856865042
2019-10-20,0.4129802154116473,2.919155049530013,11.829690273070694,31.9,31.9,19.2,0.0,0.0,2.7170177287468387,1.998907076359825,11.80525547141562,11.114645016631092,24.7,35.4,24.7,35.4,14.8,24.0,0.0,2.7170177287468387,11.80525547141562,24.7,24.7,14.8,0.0,1.998907076359825,11.114645016631092,35.4,35.4,24.0,0.0,0.4542679484649948,-0.6299809398561836
2019-10-21,77.59412725727859,4.980076107041624,12.80468800361419,26.3,26.3,18.4,0.3386717712087028,0.485005660549104,2.408940325416705,1.998907076359825,11.97687212797787,11.114645016631092,31.2,32.7,31.2,32.7,21.6,21.3,0.3386717712087028,2.408940325416705,11.97687212797787,31.2,31.2,21.6,0.485005660549104,1.998907076359825,11.114645016631092,32.7,32.7,21.3,0.0,0.4542679484649948,-0.5793631186061337
2019-10-22,0.0,7.040997164553236,13.779685734157686,24.9,24.9,11.3,4.156189892499398,0.0,2.298451510026697,1.998907076359825,11.93254615180865,11.114645016631092,31.4,30.0,31.4,30.0,24.5,17.8,4.156189892499398,2.298451510026697,11.93254615180865,31.4,31.4,24.5,0.0,1.998907076359825,11.114645016631092,30.0,30.0,17.8,0.0,0.4542679484649948,-0.5288779922015685
2019-10-23,0.0,9.101918222064848,14.754683464701182,28.9,28.9,14.4,32.689249223145445,0.0,2.187962694636689,2.443662229375585,11.888220175639429,11.230437397184437,26.5,32.6,26.5,32.6,16.6,21.3,32.689249223145445,2.187962694636689,11.888220175639429,26.5,26.5,16.6,0.0,2.443662229375585,11.230437397184437,32.6,32.6,21.3,0.0,0.4542679484649948,-0.4778887022449935
2019-10-24,0.1799324558980396,8.240439174671323,21.364366413278493,28.7,28.7,18.4,0.0,0.0,2.0774738792466807,2.8884173823913453,11.843894199470208,11.346229777737776,21.1,35.7,21.1,35.7,13.2,25.3,0.0,2.0774738792466807,11.843894199470208,21.1,21.1,13.2,0.0,2.8884173823913453,11.346229777737776,35.7,35.7,25.3,0.0,0.4542679484649948,-0.4255740597581825
2019-10-25,1.221627473959982,7.3789601272778,27.974049361855805,23.9,23.9,7.0,0.0,0.2494602828074763,2.358034269341125,3.3331725354071056,11.839159557337036,11.462022158291118,25.5,31.3,25.5,31.3,11.4,10.5,0.0,2.358034269341125,11.839159557337036,25.5,25.5,11.4,0.2494602828074763,3.3331725354071056,11.462022158291118,31.3,31.3,10.5,-0.031110459079519814,0.4542679484649948,-0.3707546656824054
2019-10-26,0.0,6.517481079884276,34.58373231043311,20.8,20.8,8.2,0.0,0.0,2.6385946594355687,3.025095132076972,11.834424915203863,11.633638814853368,32.3,18.3,32.3,18.3,18.5,12.1,0.0,2.6385946594355687,11.834424915203863,32.3,32.3,18.5,0.0,3.025095132076972,11.633638814853368,18.3,18.3,12.1,-0.031110459079519814,0.4542679484649948,-0.3114941102137519
