date,precip_mm_sum,soil_surface_moisture,soil_rootzone_moisture,t2m_mean,t2m_max,t2m_min,precip_mm_sum_lag7,precip_mm_sum_lag14,soil_surface_moisture_lag7,soil_surface_moisture_lag14,soil_rootzone_moisture_lag7,soil_rootzone_moisture_lag14,t2m_mean_lag7,t2m_mean_lag14,t2m_max_lag7,t2m_max_lag14,t2m_min_lag7,t2m_min_lag14,precip_mm_sum_lag7,soil_surface_moisture_lag7,soil_rootzone_moisture_lag7,t2m_mean_lag7,t2m_max_lag7,t2m_min_lag7,precip_mm_sum_lag14,soil_surface_moisture_lag14,soil_rootzone_moisture_lag14,t2m_mean_lag14,t2m_max_lag14,t2m_min_lag14,ndvi_delta,ndvi,ndvi_anomaly
2019-01-26,0.0,23.16567369259202,119.44871237571505,15.4,15.4,5.3,0.0,0.0,19.4913234298739,22.45915697975241,121.35912168652484,128.89876191954204,17.9,15.5,17.9,15.5,7.4,12.3,0.0,19.4913234298739,121.35912168652484,17.9,17.9,7.4,0.0,22.45915697975241,128.89876191954204,15.5,15.5,12.3,-0.004605980036881785,0.4669004295012314,0.0
2019-01-27,0.0,21.78962215165426,119.0532447864376,17.2,17.2,6.9,0.0,0.0,19.19106792631211,22.15275935014433,119.61480777979412,128.71512457378654,11.1,12.1,11.1,12.1,0.4,4.1,0.0,19.19106792631211,119.61480777979412,11.1,11.1,0.4,0.0,22.15275935014433,128.71512457378654,12.1,12.1,4.1,-0.004605980036881785,0.4669004295012314,0.0
2019-01-28,0.2705365680218515,20.413570610716494,118.65777719716016,19.7,19.7,7.7,0.0,0.0,19.699647261480187,21.84636172053624,118.73054197351225,128.53148722803104,17.6,9.7,17.6,9.7,2.2,3.4,0.0,19.699647261480187,118.73054197351225,17.6,17.6,2.2,0.0,21.84636172053624,128.53148722803104,9.7,9.7,3.4,-0.004605980036881785,0.4669004295012314,0.0
2019-01-29,0.0,19.03751906977874,118.26230960788271,19.5,19.5,2.2,0.1129216894724767,8.159835951448065,20.20822659664827,21.261519292689982,117.84627616723036,127.30357465201612,21.5,10.2,21.5,10.2,13.9,7.3,0.1129216894724767,20.20822659664827,117.84627616723036,21.5,21.5,13.9,8.159835951448065,21.261519292689982,127.30357465201612,10.2,10.2,7.3,-0.004605980036881785,0.4669004295012314,0.0
2019-01-30,0.0,18.777661311875324,116.75199892608444,12.1,12.1,3.1,10.34776011986838,0.0,20.71680593181635,20.67667686484373,116.96201036094848,126.0756620760012,17.2,14.7,17.2,14.7,2.7,7.2,10.34776011986838,20.71680593181635,116.96201036094848,17.2,17.2,2.7,0.0,20.67667686484373,126.0756620760012,14.7,14.7,7.2,-0.004605980036881785,0.4669004295012314,0.0
2019-01-31,0.0,18.517803553971905,115.24168824428617,16.1,16.1,8.4,0.0,0.0,21.53309518540824,20.091834436997484,117.79091103253734,124.84774949998628,14.7,21.0,14.7,21.0,0.7,11.3,0.0,21.53309518540824,117.79091103253734,14.7,14.7,0.7,0.0,20.091834436997484,124.84774949998628,21.0,21.0,11.3,-0.004605980036881785,0.4669004295012314,0.0
2019-02-01,0.0,18.25794579606849,113.73137756248788,19.0,19.0,12.9,0.0,0.0,22.34938443900013,19.79157893343569,118.6198117041262,123.10343559325555,12.2,19.4,12.2,19.4,4.2,10.9,0.0,22.34938443900013,118.6198117041262,12.2,12.2,4.2,0.0,19.79157893343569,123.10343559325555,19.4,19.4,10.9,-0.004605980036881785,0.4669004295012314,0.0
2019-02-02,0.0,17.749928111906442,111.8907208892405,18.3,18.3,13.5,0.0,0.0,23.16567369259202,19.4913234298739,119.44871237571505,121.35912168652484,15.4,17.9,15.4,17.9,5.3,7.4,0.0,23.16567369259202,119.44871237571505,15.4,15.4,5.3,0.0,19.4913234298739,121.35912168652484,17.9,17.9,7.4,0.0,0.4622944494643496,-5.2883627046751345
2019-02-03,0.0,17.241910427744394,110.0500642159931,23.5,23.5,15.6,0.0,0.0,21.78962215165426,19.19106792631211,119.0532447864376,119.61480777979412,17.2,11.1,17.2,11.1,6.9,0.4,0.0,21.78962215165426,119.0532447864376,17.2,17.2,6.9,0.0,19.19106792631211,119.61480777979412,11.1,11.1,0.4,0.0,0.4622944494643496,-3.6756225199503008
2019-02-04,0.0,16.733892743582345,108.20940754274572,23.3,23.3,18.2,0.2705365680218515,0.0,20.413570610716494,19.699647261480187,118.65777719716016,118.73054197351225,19.7,17.6,19.7,17.6,7.7,2.2,0.2705365680218515,20.413570610716494,118.65777719716016,19.7,19.7,7.7,0.0,19.699647261480187,118.73054197351225,17.6,17.6,2.2,0.0,0.4622944494643496,-2.9474790120766765
2019-02-05,0.0,17.314066363033245,106.66149172909918,26.2,26.2,18.0,0.0,0.1129216894724767,19.03751906977874,20.20822659664827,118.26230960788271,117.84627616723036,19.5,21.5,19.5,21.5,2.2,13.9,0.0,19.03751906977874,118.26230960788271,19.5,19.5,2.2,0.1129216894724767,20.20822659664827,117.84627616723036,21.5,21.5,13.9,0.0,0.4622944494643496,-2.50508474850091
2019-02-06,0.0,17.89423998248414,105.11357591545266,24.9,24.9,19.7,0.0,10.34776011986838,18.777661311875324,20.71680593181635,116.75199892608444,116.96201036094848,12.1,17.2,12.1,17.2,3.1,2.7,0.0,18.777661311875324,116.75199892608444,12.1,12.1,3.1,10.34776011986838,20.71680593181635,116.96201036094848,17.2,17.2,2.7,0.0,0.4622944494643496,-2.1972258146676276
2019-02-07,2.691435642592782,18.47441360193504,103.56566010180612,22.9,22.9,12.1,0.0,0.0,18.517803553971905,21.53309518540824,115.24168824428617,117.79091103253734,16.1,14.7,16.1,14.7,8.4,0.7,0.0,18.517803553971905,115.24168824428617,16.1,16.1,8.4,0.0,21.53309518540824,117.79091103253734,14.7,14.7,0.7,0.0,0.4622944494643496,-1.9653353597320253
2019-02-08,5.070574949265557,18.70176958848969,104.02769522670366,8.7,8.7,0.8,0.0,0.0,18.25794579606849,22.34938443900013,113.73137756248788,118.6198117041262,19.0,12.2,19.0,12.2,12.9,4.2,0.0,18.25794579606849,113.73137756248788,19.0,19.0,12.9,0.0,22.34938443900013,118.6198117041262,12.2,12.2,4.2,0.0,0.4622944494643496,-1.7812879943790763
2019-02-09,0.8655553997561198,18.929125575044328,104.48973035160118,6.3,6.3,1.6,0.0,0.0,17.749928111906442,23.16567369259202,111.8907208892405,119.44871237571505,18.3,15.4,18.3,15.4,13.5,5.3,0.0,17.749928111906442,111.8907208892405,18.3,18.3,13.5,0.0,23.16567369259202,119.44871237571505,15.4,15.4,5.3,0.0,0.4622944494643496,-1.6296529728888536
2019-02-10,0.3963217442902534,19.156481561598973,104.95176547649872,11.8,11.8,3.5,0.0,0.0,17.241910427744394,21.78962215165426,110.0500642159931,119.0532447864376,23.5,17.2,23.5,17.2,15.6,6.9,0.0,17.241910427744394,110.0500642159931,23.5,23.5,15.6,0.0,21.78962215165426,119.0532447864376,17.2,17.2,6.9,0.0,0.4622944494643496,-1.5011514622171644
2019-02-11,3.144052852172584,18.0617600994371,104.09583165201032,17.9,17.9,8.4,0.0,0.2705365680218515,16.733892743582345,20.413570610716494,108.20940754274572,118.65777719716016,23.3,19.7,23.3,19.7,18.2,7.7,0.0,16.733892743582345,108.20940754274572,23.3,23.3,18.2,0.2705365680218515,20.413570610716494,118.65777719716016,19.7,19.7,7.7,0.042568464385718374,0.4622944494643496,-1.3898142430030727
2019-02-12,1.5162189533297017,16.967038637275227,103.23989782752194,15.8,15.8,9.6,0.0,0.0,17.314066363033245,19.03751906977874,106.66149172909918,118.26230960788271,26.2,19.5,26.2,19.5,18.0,2.2,0.0,17.314066363033245,106.66149172909918,26.2,26.2,18.0,0.0,19.03751906977874,118.26230960788271,19.5,19.5,2.2,0.042568464385718374,0.4622944494643496,-1.2915954220638883
2019-02-13,0.0,15.872317175113356,102.38396400303355,16.6,16.6,0.3,0.0,0.0,17.89423998248414,18.777661311875324,105.11357591545266,116.75199892608444,24.9,12.1,24.9,12.1,19.7,3.1,0.0,17.89423998248414,105.11357591545266,24.9,24.9,19.7,0.0,18.777661311875324,116.75199892608444,12.1,12.1,3.1,0.042568464385718374,0.4622944494643496,-1.2036350061647254
2019-02-14,2.7571449216026536,15.40221929893466,100.18609723227756,22.5,22.5,10.8,2.691435642592782,0.0,18.47441360193504,18.517803553971905,103.56566010180612,115.24168824428617,22.9,16.1,22.9,16.1,12.1,8.4,2.691435642592782,18.47441360193504,103.56566010180612,22.9,22.9,12.1,0.0,18.517803553971905,115.24168824428617,16.1,16.1,8.4,0.042568464385718374,0.4622944494643496,-1.123839046543058
2019-02-15,0.5816551976626398,14.932121422755968,97.98823046152155,26.9,26.9,12.2,5.070574949265557,0.0,18.70176958848969,18.25794579606849,104.02769522670366,113.73137756248788,8.7,19.0,8.7,19.0,0.8,12.9,5.070574949265557,18.70176958848969,104.02769522670366,8.7,8.7,0.8,0.0,18.25794579606849,113.73137756248788,19.0,19.0,12.9,0.042568464385718374,0.4622944494643496,-1.05062701205551
2019-02-16,0.0,14.462023546577273,95.79036369076556,22.9,22.9,5.6,0.8655553997561198,0.0,18.929125575044328,17.749928111906442,104.48973035160118,111.8907208892405,6.3,18.3,6.3,18.3,1.6,13.5,0.8655553997561198,18.929125575044328,104.48973035160118,6.3,6.3,1.6,0.0,17.749928111906442,111.8907208892405,18.3,18.3,13.5,0.042568464385718374,0.4622944494643496,-0.9827725151866298
2019-02-17,0.0,14.939269506304791,94.3350940866381,15.6,15.6,12.0,0.3963217442902534,0.0,19.156481561598973,17.241910427744394,104.95176547649872,110.0500642159931,11.8,23.5,11.8,23.5,3.5,15.6,0.3963217442902534,19.156481561598973,104.95176547649872,11.8,11.8,3.5,0.0,17.241910427744394,110.0500642159931,23.5,23.5,15.6,0.042568464385718374,0.4622944494643496,-0.9192986355485812
2019-02-18,3.6217176927739647,15.41651546603231,92.87982448251064,14.8,14.8,5.8,3.144052852172584,0.0,18.0617600994371,16.733892743582345,104.09583165201032,108.20940754274572,17.9,23.3,17.9,23.3,8.4,18.2,3.144052852172584,18.0617600994371,104.09583165201032,17.9,17.9,8.4,0.0,16.733892743582345,108.20940754274572,23.3,23.3,18.2,0.0,0.504862913850068,5.056918937849966
2019-02-19,2.1046720851375755,15.893761425759829,91.42455487838318,11.9,11.9,5.3,1.5162189533297017,0.0,16.967038637275227,17.314066363033245,103.23989782752194,106.66149172909918,15.8,26.2,15.8,26.2,9.6,18.0,1.5162189533297017,16.967038637275227,103.23989782752194,15.8,15.8,9.6,0.0,17.314066363033245,106.66149172909918,26.2,26.2,18.0,0.0,0.504862913850068,3.5944075288448505
2019-02-20,0.0,15.182603873478756,90.55903593218524,16.1,16.1,3.0,0.0,0.0,15.872317175113356,17.89423998248414,102.38396400303355,105.11357591545266,16.6,24.9,16.6,24.9,0.3,19.7,0.0,15.872317175113356,102.38396400303355,16.6,16.6,0.3,0.0,17.89423998248414,105.11357591545266,24.9,24.9,19.7,0.0,0.504862913850068,2.904759001253503
2019-02-21,3.032644861134755,14.471446321197684,89.69351698598732,13.7,13.7,5.7,2.7571449216026536,2.691435642592782,15.40221929893466,18.47441360193504,100.18609723227756,103.56566010180612,22.5,22.9,22.5,22.9,10.8,12.1,2.7571449216026536,15.40221929893466,100.18609723227756,22.5,22.5,10.8,2.691435642592782,18.47441360193504,103.56566010180612,22.9,22.9,12.1,0.0,0.504862913850068,2.478597537848278
2019-02-22,0.0,13.760288768916611,88.82799803978938,19.0,19.0,9.3,0.5816551976626398,5.070574949265557,14.932121422755968,18.70176958848969,97.98823046152155,104.02769522670366,26.9,8.7,26.9,8.7,12.2,0.8,0.5816551976626398,14.932121422755968,97.98823046152155,26.9,26.9,12.2,5.070574949265557,18.70176958848969,104.02769522670366,8.7,8.7,0.8,0.0,0.504862913850068,2.1793323244793643
2019-02-23,0.0,13.393233258059936,86.9103282505527,21.3,21.3,12.0,0.0,0.8655553997561198,14.462023546577273,18.929125575044328,95.79036369076556,104.48973035160118,22.9,6.3,22.9,6.3,5.6,1.6,0.0,14.462023546577273,95.79036369076556,22.9,22.9,5.6,0.8655553997561198,18.929125575044328,104.48973035160118,6.3,6.3,1.6,0.0,0.504862913850068,1.952646049760097
2019-02-24,0.0,13.026177747203256,84.99265846131601,17.4,17.4,6.9,0.0,0.3963217442902534,14.939269506304791,19.156481561598973,94.3350940866381,104.95176547649872,15.6,11.8,15.6,11.8,12.0,3.5,0.0,14.939269506304791,94.3350940866381,15.6,15.6,12.0,0.3963217442902534,19.156481561598973,104.95176547649872,11.8,11.8,3.5,0.0,0.504862913850068,1.7720510154394096
