date,precip_mm_sum,soil_surface_moisture,soil_rootzone_moisture,ndvi,t2m_mean,t2m_max,t2m_min
2019-01-01,87.79293139305453,21.27964613655645,125.63080829375936,0.4669004295012314,16.21,16.21,6.52
2019-02-01,25.781994299718587,15.761795337389222,97.03801700517889,0.47918227404577046,18.560714285714287,18.560714285714287,9.360714285714286
2019-03-01,25.95170747438422,9.483181468486817,60.42445739421492,0.5667412592417689,20.606451612903225,20.606451612903225,10.812903225806451
2019-04-01,131.62404375191653,11.322183250379643,62.65544338189701,0.6409318901279962,25.903333333333332,25.903333333333332,15.193333333333333
2019-05-01,176.2699437763548,17.688116797573873,113.22434417903388,0.6218596502099053,28.651612903225807,28.651612903225807,20.22258064516129
2019-06-01,142.31983586693275,14.463502080085211,84.4057704372145,0.6342592484082848,33.04666666666667,33.04666666666667,22.94
2019-07-01,25.106097535015373,9.256709304514857,68.34006769891518,0.5907849534791307,34.81612903225806,34.81612903225806,24.69677419354839
2019-08-01,20.487003092441217,2.248409794077577,13.961842816822672,0.517550748467904,37.26774193548387,37.26774193548387,26.629032258064516
2019-09-01,22.087161018808487,2.144476275348766,11.114645016631092,0.48831552176265985,35.56666666666667,35.56666666666667,25.0
2019-10-01,117.99765740801102,3.981621096580691,16.926172995628786,0.4542041398537359,27.92258064516129,27.92258064516129,16.529032258064515
2019-11-01,29.305799950175384,5.315060281822199,30.240155455017366,0.41131869133531096,20.583333333333332,20.583333333333332,9.32
2019-12-01,23.443382354055714,4.460876921065435,24.56243509357379,0.4265014491312604,19.574193548387097,19.574193548387097,7.538709677419354
2020-01-01,68.29918299997772,7.510482979747144,33.617346442397185,0.4735785158226132,19.419354838709676,19.419354838709676,9.490322580645161
2020-02-01,51.91219514724308,8.689414417926775,51.784801739195366,0.5307024935190017,18.47241379310345,18.47241379310345,7.572413793103448
2020-03-01,96.81406487509213,14.099490756510571,72.80855913812721,0.5920817692656536,25.374193548387098,25.374193548387098,16.37741935483871
2020-04-01,89.87283537063902,12.012209406178261,73.12801247924702,0.6495109639693244,26.603333333333335,26.603333333333335,15.586666666666668
2020-05-01,191.04300777539248,11.580965831134186,68.96609447219407,0.6135097668405548,30.200000000000003,30.200000000000003,19.629032258064516
2020-06-01,86.81267299760928,7.293019957526113,52.96745446155705,0.6054975759317804,32.43,32.43,22.40666666666667
2020-07-01,27.65967394168444,2.5973876581568756,16.285742131042323,0.5804735892931912,36.354838709677416,36.354838709677416,25.661290322580644
2020-08-01,39.74628570490692,2.2868432835965713,11.727321821087545,0.5104571130318777,37.458064516129035,37.458064516129035,25.629032258064516
2020-09-01,132.37655137972246,18.38994195658096,106.86341898327456,0.6038962642538535,30.116666666666667,30.116666666666667,21.206666666666667
2020-10-01,17.51283572164526,7.909989480348379,56.526542113017165,0.5311101122294398,28.283870967741933,28.283870967741933,16.616129032258065
2020-11-01,26.133184927402475,4.031960918141235,23.345114081604525,0.4126676639874205,24.756666666666668,24.756666666666668,13.196666666666665
2020-12-01,80.42808300688226,5.081720080785465,24.947592022144395,0.33477890379283937,18.706451612903226,18.706451612903226,6.945161290322581
