date,precip_mm_sum,soil_surface_moisture,soil_rootzone_moisture,ndvi,t2m_mean,t2m_max,t2m_min,precip_mm_sum_anomaly,soil_surface_moisture_anomaly,soil_rootzone_moisture_anomaly,ndvi_anomaly,t2m_mean_anomaly,t2m_max_anomaly,t2m_min_anomaly
2019-02-03,0.0,17.241910427744394,110.0500642159931,0.4622944494643496,23.5,23.5,15.6,-0.2665499254929867,-2.14921117539434,-1.8016158700542722,-3.67876790968578,1.6745171511141421,1.6745171511141421,1.7404154212064469
2019-02-04,0.0,16.733892743582345,108.20940754274572,0.4622944494643496,23.3,23.3,18.2,-0.2665499254929867,-2.183703508236086,-1.9375908837527038,-2.94957624075054,1.5445381912290372,1.5445381912290372,2.0680425468816312
2019-02-05,0.0,17.314066363033245,106.66149172909918,0.4622944494643496,26.2,26.2,18.0,-0.2665499254929867,-1.6826982822586782,-2.001970736542463,-2.506657801402804,2.07766211719257,2.07766211719257,1.8369218866664743
2019-02-06,0.0,17.89423998248414,105.11357591545266,0.4622944494643496,24.9,24.9,19.7,-0.2665499254929867,-1.2621496778722197,-2.034949548996329,-2.1984843263788503,1.7169583543913043,1.7169583543913043,2.074781134654935
2019-02-07,2.691435642592782,18.47441360193504,103.56566010180612,0.4622944494643496,22.9,22.9,12.1,0.825583459548114,-0.8883652811908085,-2.0401795268305856,-1.9663841605004022,1.246076310416112,1.246076310416112,0.6638311688565753
2019-02-08,5.070574949265557,18.70176958848969,104.02769522670366,0.4622944494643496,8.7,8.7,0.8,1.6647468319088925,-0.7147081666628394,-1.8224945394270862,-1.7821869924872171,-1.807501727791845,-1.807501727791845,-1.3462095185996745
2019-02-09,0.8655553997561198,18.929125575044328,104.48973035160118,0.4622944494643496,6.3,6.3,1.6,-0.02063840585121599,-0.5429924799472843,-1.6385959431897652,-1.630439613519476,-2.102228412554108,-2.102228412554108,-1.1525067947474532
2019-02-10,0.3963217442902534,19.156481561598973,104.95176547649872,0.4622944494643496,11.8,11.8,3.5,-0.21344629809307739,-0.36606549872008687,-1.4780882844232865,-1.5018507101425356,-0.951982415003687,-0.951982415003687,-0.7730216175843434
2019-02-11,3.144052852172584,18.0617600994371,104.09583165201032,0.4622944494643496,17.9,17.9,8.4,0.8341523826512842,-0.9427544422162352,-1.4877988023634832,-1.3904435743076564,0.2280290606678246,0.2280290606678246,0.1084701160536445
2019-02-12,1.5162189533297017,16.967038637275227,103.23989782752194,0.4622944494643496,15.8,15.8,9.6,0.17066620325111465,-1.4936188456713984,-1.5017840282413466,-1.2921675470685343,-0.21073761136110278,-0.21073761136110278,0.2900458155521487
2019-02-13,0.0,15.872317175113356,102.38396400303355,0.4622944494643496,16.6,16.6,0.3,-0.4305890580595796,-1.9565929028048572,-1.5214554579427038,-1.2041594578792727,-0.10112180229278926,-0.10112180229278926,-1.3195982608209358
2019-02-14,2.7571449216026536,15.40221929893466,100.18609723227756,0.4622944494643496,22.5,22.5,10.8,0.8543066822499406,-2.005052682426445,-1.6933538750929944,-1.1243231582168152,1.0499332408501325,1.0499332408501325,0.48920009780608004
2019-02-15,0.5816551976626398,14.932121422755968,97.98823046152155,0.4622944494643496,26.9,26.9,12.2,-0.15892166824791099,-2.021601357336667,-1.8379006332647596,-1.0510765456245312,1.7885332157396432,1.7885332157396432,0.697505896087691
2019-02-16,0.0,14.462023546577273,95.79036369076556,0.4622944494643496,22.9,22.9,5.6,-0.428039284923563,-2.0166996305163956,-1.950671127580665,-0.9831920802502567,0.9704092951613107,0.9704092951613107,-0.407387101339814
2019-02-17,0.0,14.939269506304791,94.3350940866381,0.4622944494643496,15.6,15.6,12.0,-0.428039284923563,-1.636396284503131,-1.95081206674772,-0.919691977421475,-0.44066345066709145,-0.44066345066709145,0.688366183624457
2019-02-18,3.6217176927739647,15.41651546603231,92.87982448251064,0.504862913850068,14.8,14.8,5.8,1.1663271615750266,-1.3189205013900573,-1.9372055360167644,5.0575721533487314,-0.574107597011419,-0.574107597011419,-0.36772156116620364
2019-02-19,2.1046720851375755,15.893761425759829,91.42455487838318,0.504862913850068,11.9,11.9,5.3,0.4478452214873755,-1.0407187431289064,-1.9132149798379763,3.5947485585030448,-1.1532225736342425,-1.1532225736342425,-0.4944197895245228
2019-02-20,0.0,15.182603873478756,90.55903593218524,0.504862913850068,16.1,16.1,3.0,-0.5055400264708872,-1.2562980837811981,-1.8319390483380573,2.904989412464097,-0.3172266118325434,-0.3172266118325434,-0.9085868791602859
2019-02-21,3.032644861134755,14.471446321197684,89.69351698598732,0.504862913850068,13.7,13.7,5.7,0.8172552522708733,-1.4417107995617604,-1.760356432390632,2.4787713030699274,-0.73724488179417,-0.73724488179417,-0.38857209025286066
2019-02-22,0.0,13.760288768916611,88.82799803978938,0.504862913850068,19.0,19.0,9.3,-0.6131286657865843,-1.6019886326233652,-1.6966984601570319,2.179471647583862,0.29067791482427746,0.29067791482427746,0.22272668273298427
2019-02-23,0.0,13.393233258059936,86.9103282505527,0.504862913850068,21.3,21.3,12.0,-0.6131286657865843,-1.6321910969733653,-1.7356330149554768,1.9527622075055107,0.6960129522989688,0.6960129522989688,0.6636253141023185
2019-02-24,0.0,13.026177747203256,84.99265846131601,0.504862913850068,17.4,17.4,6.9,-0.6131286657865843,-1.690697986971094,-1.770803252152484,1.7721505158280542,-0.10174301994792403,-0.10174301994792403,-0.3114181318971937
2019-02-25,0.0,12.65912223634658,83.07498867207933,0.504862913850068,18.3,18.3,6.6,-0.6131286657865843,-1.8071571012695122,-1.8058357423291709,1.6229541513918748,0.0587787097371491,0.0587787097371491,-0.37793939229017204
2019-02-26,0.0,12.40232727010959,81.202594748841,0.504862913850068,18.8,18.8,12.8,-0.6131286657865843,-1.8372628136750224,-1.8323037909274589,1.4962808540584993,0.14829360517702114,0.14829360517702114,0.7557938217568587
2019-02-27,0.0,12.1455323038726,79.33020082560266,0.504862913850068,23.5,23.5,15.4,-0.6047162453639505,-1.823386821501983,-1.855944479919331,1.3863798102090863,1.0458136361072687,1.0458136361072687,1.1684509427911025
2019-02-28,0.0,11.88873733763561,77.45780690236433,0.504862913850068,21.8,21.8,4.5,-0.6047162453639505,-1.778227579377384,-1.8781583019632575,1.289337727674792,0.6909860853285954,0.6909860853285954,-0.862577456716093
2019-03-01,0.0,12.08771978787504,76.29441260742232,0.504862913850068,17.1,17.1,5.5,-0.6047162453639505,-1.5655756822360816,-1.8386135106438506,1.202380320028967,-0.2665072139650591,-0.2665072139650591,-0.7007028025573669
2019-03-02,0.4894187666801811,12.286702238114469,75.13101831248032,0.504862913850068,14.6,14.6,9.6,-0.27324208657438137,-1.378569806934526,-1.801608635479934,1.1234724467633599,-0.752680986868798,-0.752680986868798,0.06819875876194946
2019-03-03,0.0,12.4856846883539,73.96762401753831,0.504862913850068,11.0,11.0,7.0,-0.619427784693232,-1.2094537860927095,-1.766787434374078,1.0510765456244804,-1.36865170201978,-1.36865170201978,-0.3893961051395319
2019-03-04,0.0,11.907917045019271,72.98748864708743,0.504862913850068,5.5,5.5,-2.4,-0.619427784693232,-1.352483425074944,-1.7184216257077898,0.9831920802501691,-2.1439993135942026,-2.1439993135942026,-1.9577043817585527
2019-03-05,0.0,11.330149401684643,72.00735327663655,0.504862913850068,6.9,6.9,-2.9,-0.619427784693232,-1.472877169800649,-1.6722785523893573,0.9196919774214212,-1.7337449605657618,-1.7337449605657618,-1.8669855636598118
2019-03-06,0.0,10.752381758350015,71.02721790618567,0.5664323922924875,13.1,13.1,-1.2,-0.619427784693232,-1.5692620321349389,-1.6281018594719625,3.023306548316513,-0.6336911457626346,-0.6336911457626346,-1.4890570365114304
2019-03-07,0.0,11.090485176652177,69.84021104575062,0.5664323922924875,23.1,23.1,10.3,-0.619427784693232,-1.3354396834676439,-1.601795420617309,2.57252072144509,1.1282453726553283,1.1282453726553283,0.6197184193119567
2019-03-08,1.1911713622313198,11.428588594954332,68.65320418531556,0.5664323922924875,26.9,26.9,17.0,0.19626416821980375,-1.1296510644724007,-1.5758009309533294,2.260531546499955,1.7513534160396644,1.7513534160396644,1.9670279829072193
2019-03-09,3.6214121593004425,11.766692013256492,67.46619732488051,0.5664323922924875,27.1,27.1,20.4,1.8385937574397917,-0.9409545755409356,-1.5501194621521557,2.0268424344561766,1.7026528171852813,1.7026528171852813,2.3510552579030723
2019-03-10,0.2720154042117728,11.921980764129506,66.95813098685015,0.5664323922924875,23.8,23.8,14.8,-0.4173462399875062,-0.8301567068049461,-1.4830757040271711,1.8425503045642406,1.08217067271396,1.08217067271396,1.2647098123578198
2019-03-11,2.125131134855496,12.07726951500252,66.4500646488198,0.5664323922924875,23.1,23.1,13.4,1.0318314018313186,-0.7230922831947891,-1.428562202734416,1.6918898674437346,0.9154785231247697,0.9154785231247697,0.9518138693153385
2019-03-12,7.016174060212539,12.232558265875534,65.94199831078944,0.5664323922924875,24.9,24.9,15.8,3.5391172169196015,-0.6172183769340311,-1.3863855715026268,1.5654650591950456,1.1554610899975972,1.1554610899975972,1.2813365614150698
2019-03-13,4.220389717723921,11.517418983258988,65.76900094391375,0.5664323922924875,26.0,26.0,11.3,1.7992141140422313,-0.9729886250739808,-1.32635681081481,1.457326898821332,1.265349631136732,1.265349631136732,0.4780330418378251
2019-03-14,0.0,10.802279700642442,65.59600357703806,0.5664323922924875,24.4,24.4,14.2,-0.5905502725802944,-1.3492149026201552,-1.2745996219416298,1.3635660830591176,0.9292850948052205,0.9292850948052205,0.9402905622537185
2019-03-15,0.0,10.087140418025896,65.42300621016237,0.5664323922924875,18.5,18.5,9.4,-0.5905502725802944,-1.683945902774105,-1.2309992332684354,1.2815892611407875,-0.08839352667460502,-0.08839352667460502,0.07044977659901985
2019-03-16,2.013435630943889,9.945518017501776,63.890603983462334,0.5664323922924875,15.3,15.3,8.0,0.5796800129575757,-1.6556324528137907,-1.3038829481263208,1.2097478386323155,-0.594817301009018,-0.594817301009018,-0.1618387381823884
2019-03-17,0.0,9.803895616977655,62.35820175676229,0.5664323922924875,17.7,17.7,7.9,-0.5691892296956116,-1.6202106333934447,-1.374834072627539,1.1471882435315968,-0.13648010492415286,-0.13648010492415286,-0.15501551695689583
2019-03-18,0.0,9.662273216453537,60.825799530062255,0.5664323922924875,19.2,19.2,6.5,-0.5691892296956116,-1.5798498985470368,-1.4413612529019055,1.0939023699460806,0.15287810805540847,0.15287810805540847,-0.41190981225304274
2019-03-19,0.0,9.128821879346392,59.60434568692147,0.5664323922924875,20.6,20.6,8.9,-0.5691892296956116,-1.7660123101329548,-1.4784017620509053,1.05107654562447,0.3745193068800495,0.3745193068800495,0.037285140241972964
2019-03-20,0.0,8.59537054223925,58.38289184378068,0.5664323922924875,21.1,21.1,11.3,-0.5190203223583595,-1.954513197652208,-1.5149392268525306,0.983192080250155,0.4285783340677485,0.4285783340677485,0.43783394404918763
2019-03-21,0.0,8.061919205132106,57.16143800063989,0.5664323922924875,22.4,22.4,10.1,-0.4798562236262113,-2.1710883357378505,-1.550444633987364,0.9196919774214071,0.6126326955106137,0.6126326955106137,0.19343482734065381
2019-03-22,0.0,7.782274278142281,55.31470263201698,0.5981746190564693,24.7,24.7,11.4,-0.4798562236262113,-2.1932456366904822,-1.646352018487392,1.7661479695922229,0.9719056042184999,0.9719056042184999,0.3863782192509298
2019-03-23,0.0,7.502629351152456,53.46796726339408,0.5981746190564693,23.2,23.2,15.2,-0.43185028868957864,-2.174145748724327,-1.7393259718040854,1.6256169251984736,0.6488295940302496,0.6488295940302496,1.02124421460358
2019-03-24,0.0,7.222984424162631,51.62123189477117,0.5981746190564693,26.2,26.2,17.6,-0.43185028868957864,-2.123542852437572,-1.829307999103872,1.506350079410487,1.1307095229440616,1.1307095229440616,1.3633062668419498
2019-03-25,0.0,6.845862068144686,49.561425035338,0.5981746190564693,26.5,26.5,19.7,-0.43185028868957864,-2.111160440629444,-1.9232580606791838,1.4032986068032167,1.1282574258892575,1.1282574258892575,1.613649399437337
2019-03-26,0.0,6.46873971212674,47.50161817590482,0.5981746190564693,23.4,23.4,12.7,-0.43185028868957864,-2.0838308666868106,-1.9950946947541384,1.3130696904520236,0.5466718961152887,0.5466718961152887,0.3971333426682029
2019-03-27,0.0,6.091617356108795,45.44181131647164,0.5981746190564693,23.9,23.9,11.2,-0.43185028868957864,-2.0464865235780185,-2.043468617641202,1.2333545857250052,0.599192530195167,0.599192530195167,0.11736459928298043
2019-03-28,1.7073570499543818,5.975720798480073,43.66977270770365,0.5981746190564693,24.6,24.6,13.4,0.5871531992297193,-1.9032737414122527,-2.0455058520220524,1.1626237268029935,0.6831753279068125,0.6831753279068125,0.4892074273252322
2019-03-29,0.0,5.85982424085135,41.89773409893567,0.5981746190564693,26.0,26.0,16.1,-0.4657171098378792,-1.7824338812759646,-2.034153246154502,1.099989993569572,0.9026131150807813,0.9026131150807813,0.9425482227321241
2019-03-30,0.0,5.743927683222628,40.12569549016767,0.5981746190564693,24.0,24.0,15.0,-0.4657171098378792,-1.6786655923477987,-2.011979039819016,1.04521752365624,0.5433580466502781,0.5433580466502781,0.7032649400033053
2019-03-31,3.2952021882702764,5.512278781853793,38.82000780345898,0.5981746190564693,14.0,14.0,8.0,1.4471370591634702,-1.6355730823355712,-1.950138585342135,0.9989306247301846,-1.1328105899652123,-1.1328105899652123,-0.5192816737040676
2019-04-01,0.0,5.280629880484958,37.51432011675028,0.5981746190564693,14.7,14.7,5.5,-0.503579768302489,-1.6011164873848904,-1.8939494501006962,0.9632396550121767,-1.0160340307173459,-1.0160340307173459,-0.9166424471572048
2019-04-02,0.0,5.048980979116123,36.20863243004158,0.5981746190564693,21.4,21.4,5.1,-0.503579768302489,-1.5758619009201167,-1.8426271156808527,0.9435324828494039,0.05791710206352512,0.05791710206352512,-0.965479982896503
2019-04-03,0.0,7.080693034837365,36.14274830059494,0.5981746190564693,22.4,22.4,12.0,-0.503579768302489,-0.6948938788519843,-1.7056938095275578,0.9545777556661567,0.15854095451024638,0.15854095451024638,0.13663221685017918
2019-04-04,0.0,9.112405090558608,36.07686417114829,0.5981746190564693,31.3,31.3,18.2,-0.503579768302489,0.18319388074345672,-1.5877379633376623,1.0510765456243254,2.0728329939314287,2.0728329939314287,1.3050006155834086
2019-04-05,0.0,11.144117146279848,36.01098004170164,0.5981746190564693,28.1,28.1,16.7,-0.503579768302489,1.032979127410338,-1.4843317107525233,0.9831920802500258,1.28523759098242,1.28523759098242,0.9962879313099371
2019-04-06,23.69561007420865,12.504538376096171,47.71828321178153,0.5981746190564693,25.3,25.3,19.7,4.911305538567116,1.545766502654179,-0.4586010114877479,0.9196919774212813,0.5649371507619128,0.5649371507619128,1.5781186308496575
2019-04-07,30.823525334486497,13.864959605912496,59.42558638186142,0.6565586201940817,20.9,20.9,15.8,4.0478550924209005,1.9661813027435862,0.5900306173447318,3.4050413490449274,-0.4833116249201902,-0.4833116249201902,0.6899273558344574
2019-04-08,0.0,15.22538083572882,71.13288955194132,0.6565586201940817,28.7,28.7,15.3,-0.3589990731742574,2.2690488064731085,1.5875939392645328,2.809757581313773,1.438251441979778,1.438251441979778,0.6451869478535586
2019-04-09,0.0,12.9585312708751,69.3854382764186,0.6565586201940817,29.8,29.8,12.8,-0.35753716755995646,1.415870074792272,1.4150866743466315,2.425943645355806,1.585778108407528,1.585778108407528,0.04771926502515466
2019-04-10,0.0,10.69168170602138,67.63798700089589,0.6565586201940817,31.2,31.2,18.2,-0.34666444357589615,0.6367152097917662,1.2558851699683513,2.150299262873581,1.7483966297011109,1.7483966297011109,1.300858764711676
2019-04-11,0.0,8.424832141167661,65.89053572537317,0.6565586201940817,28.0,28.0,17.3,-0.3151142632677054,-0.13808990120048256,1.1064204898641983,1.9388182685051187,0.9969802007183909,0.9969802007183909,1.061642920126811
2019-04-12,0.0,10.04657272111606,65.50607008278327,0.6565586201940817,24.7,24.7,10.0,-0.294879232423607,0.4866004016805904,1.0751157409600984,1.769160677875058,0.28457011656172376,0.28457011656172376,-0.6532064278225516
2019-04-13,11.897623681429588,11.668313301064456,65.12160444019338,0.6565586201940817,23.7,23.7,17.2,1.3178187272008342,1.0729550896173552,1.0450421939274976,1.628633446527489,0.0697290652311605,0.0697290652311605,1.0026469812551184
2019-04-14,0.0,13.290053881012852,64.73713879760348,0.6565586201940817,21.7,21.7,8.6,-0.341348989797983,1.5685743503772764,1.0161215701903816,1.509443466573054,-0.4013833541771181,-0.4013833541771181,-0.9785284222522728
2019-04-15,0.0,13.116219338279048,64.26782739582983,0.6565586201940817,25.4,25.4,12.1,-0.331360503531102,1.4189220261776299,0.9735754594201952,1.406541053780299,0.37520557920337627,0.37520557920337627,-0.20806387172462615
2019-04-16,0.0,12.942384795545246,63.798515994056174,0.6565586201940817,26.6,26.6,16.3,-0.331360503531102,1.2853684831299133,0.9256393044813271,1.3165417207606147,0.610393693330381,0.610393693330381,0.7273298117575888
2019-04-17,0.0,12.768550252811442,63.32920459228252,0.6565586201940817,27.5,27.5,20.5,-0.331360503531102,1.1642498915610513,0.87327108773923,1.2371553717370731,0.776423632946578,0.776423632946578,1.621372663696046
2019-04-18,22.117409044571787,11.184753732427238,62.95369890184176,0.6565586201940817,24.3,24.3,15.2,2.369557563743929,0.6210590320496633,0.8261313428684827,1.1668857869382996,-0.05685883067252524,-0.05685883067252524,0.3087063988048106
2019-04-19,0.0,9.600957212043031,62.57819321140099,0.6565586201940817,22.7,22.7,13.5,-0.38885312475269984,0.09730023493739087,0.7767191369619088,1.1049036551246914,-0.482377111488061,-0.482377111488061,-0.12668211978097413
2019-04-20,0.0,8.017160691658828,62.20268752096023,0.6565586201940817,25.4,25.4,9.7,-0.38885312475269984,-0.41544651096004503,0.7254930579869387,1.05107654562442,0.1868554523611548,0.1868554523611548,-1.0575265123302986
2019-04-21,0.0,10.844935699707316,62.91305085272133,0.6565586201940817,27.8,27.8,15.0,-0.38885312475269984,0.46796997320060313,0.7560886566137827,0.983192080250109,0.7718102542914207,0.7718102542914207,0.2178352210750748
2019-04-22,0.129608024545678,13.672710707755806,63.62341418448243,0.6565586201940817,26.4,26.4,17.7,-0.37330694102665796,1.2871650039940599,0.7782514214956678,0.9196919774213606,0.3868499612626007,0.3868499612626007,0.8552880258826556
2019-04-23,3.157709476433851,16.500485715804295,64.33377751624353,0.6417463832994704,27.0,27.0,18.6,-0.008725550336623738,1.956892621661524,0.7931883987278456,0.3772407814448043,0.5317827102308825,0.5317827102308825,1.0588334382586169
2019-04-24,31.884358564755004,14.774231989320189,71.19821524980516,0.6417463832994704,23.1,23.1,18.8,2.8973242840674978,1.3408477419510945,1.2563527925654663,0.3342518024613093,-0.43305468661838353,-0.43305468661838353,1.125032979645368
2019-04-25,7.712058501781995,13.04797826283608,78.0626529833668,0.6417463832994704,29.0,29.0,14.1,0.332837966275483,0.7810305357674328,1.6427355003938913,0.29036003644973984,1.0060094667881692,1.0060094667881692,-0.03764612714722652
2019-04-26,0.0,11.321724536351974,84.92709071692843,0.6417463832994704,26.1,26.1,15.7,-0.4782524823689109,0.2269054668230963,1.9404573904502014,0.2451149733258592,0.260722483073171,0.260722483073171,0.3210034643929987
2019-04-27,0.0,10.89985963129328,81.52505223059327,0.6417463832994704,28.0,28.0,16.8,-0.4711437530278945,0.050828152661992,1.565070267959189,0.1979507069985645,0.702531279017096,0.702531279017096,0.5626815567225035
2019-04-28,0.0,10.477994726234584,78.12301374425813,0.6417463832994704,28.3,28.3,18.0,-0.4711437530278945,-0.13615494122731622,1.242902923579881,0.14812510343096888,0.7509404910842684,0.7509404910842684,0.8345247529063967
2019-04-29,0.0,10.05612982117589,74.72097525792297,0.6417463832994704,29.1,29.1,19.6,-0.4711437530278945,-0.33917480695516294,0.9469766206242903,0.09461863218850276,0.8945401745764712,0.8945401745764712,1.158949179648614
2019-04-30,0.2061410497034774,14.097730427873143,82.59685257512773,0.6417463832994704,28.5,28.5,21.8,-0.4373350056031821,1.0112876832531368,1.409009672249802,0.03595528112714902,0.7340942759054222,0.7340942759054222,1.5760091360660513
2019-05-01,1.0331209541848383,18.1393310345704,90.47272989233248,0.6417463832994704,29.5,29.5,23.2,-0.35497938706020005,2.3042855329529695,1.8331729477856615,-0.03013937413887769,1.0721397458699498,1.0721397458699498,1.8436244429426407
2019-05-02,10.6505827962998,22.18093164126765,98.34860720953724,0.6417463832994704,27.2,27.2,18.8,0.6134810140047172,3.1900402813085162,2.1994952866010147,-0.10745734371809862,0.22272668273298274,0.22272668273298274,0.7285813363864186
2019-05-03,42.602331185199205,21.035136383158257,108.78310161395584,0.6417463832994704,23.6,23.6,18.7,3.097557461166058,2.4870637719365387,2.608477397430478,-0.20303239810084028,-1.129044011568065,-1.129044011568065,0.6488383878519487
2019-05-04,31.95174811222565,19.889341125048865,119.21759601837444,0.6417463832994704,26.5,26.5,17.5,1.9610686463560958,1.9353967814896238,2.862416010251839,-0.33214303812273926,0.01183614643410586,0.01183614643410586,0.3083743369366569
2019-05-05,0.0,18.74354586693947,129.65209042279304,0.6417463832994704,28.5,28.5,14.9,-0.5768157287522312,1.4813226134814708,2.9847235254289366,-0.5382021213424772,0.7925554433031312,0.7925554433031312,-0.4291872962440457
