date,precip_mm_sum,soil_surface_moisture,soil_rootzone_moisture,ndvi,t2m_mean,t2m_max,t2m_min,month,t2m_mean_anomaly_clim,t2m_mean_ratio_clim,t2m_mean_anomaly_roll,delta_t2m_mean_5d,delta_t2m_mean_10d,precip_mm_sum_anomaly_clim,precip_mm_sum_ratio_clim,precip_mm_sum_anomaly_roll,delta_precip_mm_sum_5d,delta_precip_mm_sum_10d,ndvi_zscore,ndvi_anomaly_roll,delta_ndvi_5d,delta_ndvi_10d,soil_deficit_index,soil_surface_moisture_anomaly_roll,delta_soil_surface_moisture_5d,delta_soil_surface_moisture_10d,soil_clay_pct,soil_silt_pct,soil_sand_pct,soil_soc_gkg,soil_ph,soil_bulk_density,soil_data_source,topo_elevation_m,topo_data_source
2019-01-14,0.0,22.08797693659539,117.0136801508016,0.4504945828210729,10.6,10.6,4.0,1,-7.762295081967212,0.5772698866172663,-6.781481481481483,-10.1,-4.1,-3.495013684070609,0.0,-3.6953259156756273,0.0,0.0,-1.5263115129845417,0.0,0.0,0.0,0,-0.49876783134531166,0.4691847849494586,-0.7846162509270194,25,35,40,15,6.5,1.3,Fallback_FAO_Defaults,26.0,Open_Elevation_API
2019-01-15,0.0,22.184776349803634,116.4999990072419,0.4504945828210729,10.8,10.8,6.9,1,-7.562295081967211,0.5881617712704224,-6.532142857142858,-4.1,-9.2,-3.495013684070609,0.0,-3.5633499901157832,0.0,0.0,-1.5263115129845417,0.0,0.0,0.0,0,-0.4201384182897705,-0.017860022470163273,0.10068784261924435,25,35,40,15,6.5,1.3,Fallback_FAO_Defaults,26.0,Open_Elevation_API
2019-01-16,2.798420968062592,22.28157576301188,115.9863178636822,0.4504945828210729,17.2,17.2,9.3,1,-1.162295081967212,0.9367020801714133,0.08620689655172242,-1.4000000000000021,-4.300000000000001,-0.6965927160080172,0.8006895597625523,-0.6932959047861109,2.798420968062592,2.798420968062592,-1.5263115129845417,0.0,0.0,0.0,0,-0.34769044756864176,-0.5049048298897816,0.5472007812162687,25,35,40,15,6.5,1.3,Fallback_FAO_Defaults,26.0,Open_Elevation_API
2019-01-17,0.0,22.378375176220125,115.47263672012248,0.4504945828210729,21.3,21.3,14.1,1,2.9377049180327894,1.1599857155611109,4.16,3.6000000000000014,-1.3999999999999986,-3.495013684070609,0.0,-3.7072201752277563,-1.4558647496635604,-0.2613447941270805,-1.5263115129845417,0.0,0.0,0.0,0,-0.2808057749484867,-0.17527086457944563,0.9937137198132859,25,35,40,15,6.5,1.3,Fallback_FAO_Defaults,26.0,Open_Elevation_API
2019-01-18,0.1513289370683691,22.164261533981957,116.0443046330812,0.4504945828210729,21.1,21.1,12.2,1,2.73770491803279,1.1490938309079548,3.8000000000000007,7.600000000000001,-2.8999999999999986,-3.34368474700224,0.04329852491224519,-2.871214049029146,0.1513289370683691,0.1513289370683691,-1.5263115129845417,0.0,0.0,0.0,0,-0.47134300745426927,-0.1565499547155227,1.1293136029638937,25,35,40,15,6.5,1.3,Fallback_FAO_Defaults,26.0,Open_Elevation_API
2019-01-19,6.050960759224927,21.950147891743782,116.61597254603996,0.4504945828210729,20.1,20.1,8.4,1,1.7377049180327901,1.094634407642175,2.606666666666669,9.500000000000002,-0.5999999999999979,2.555947075154318,1.7313124657576249,3.995580862446634,6.050960759224927,6.050960759224927,-1.5263115129845417,-0.00010938218431816304,0.0,0.0,0,-0.6640824759988675,-0.13782904485160685,0.33135574009785174,25,35,40,15,6.5,1.3,Fallback_FAO_Defaults,26.0,Open_Elevation_API
2019-01-20,0.0,21.73603424950561,117.18764045899869,0.4504945828210729,9.9,9.9,0.6,1,-8.462295081967211,0.5391482903312205,-7.856666666666667,-0.9000000000000004,-5.0,-3.495013684070609,0.0,-2.0553798967782932,0.0,0.0,-1.5263115129845417,-0.0002187643686363816,0.0,0.0,0,-0.8590241805822707,-0.4487421002980234,-0.4666021227681867,25,35,40,15,6.5,1.3,Fallback_FAO_Defaults,26.0,Open_Elevation_API
2019-01-21,0.0,22.51010741234868,118.35618440394975,0.4504945828210729,16.1,16.1,2.6,1,-2.26229508196721,0.8767967145790556,-1.836666666666666,-1.0999999999999979,-2.5,-3.495013684070609,0.0,-2.0991456430852824,-2.798420968062592,0.0,-1.5263115129845417,-0.00032814655295460016,0.0,0.0,0,-0.06798131612324454,0.22853164933680148,-0.2763731805529801,25,35,40,15,6.5,1.3,Fallback_FAO_Defaults,26.0,Open_Elevation_API
2019-01-22,0.0,23.28418057519175,119.52472834890084,0.4504945828210729,22.5,22.5,14.6,1,4.137704918032789,1.2253370234800465,4.436666666666667,1.1999999999999993,4.800000000000001,-3.495013684070609,0.0,-2.100419034754471,0.0,-1.4558647496635604,-1.5263115129845417,-0.0004375287372727632,0.0,0.0,0,0.7133592286988382,0.9058053989716264,0.7305345343921807,25,35,40,15,6.5,1.3,Fallback_FAO_Defaults,26.0,Open_Elevation_API
2019-01-23,26.8906157485782,24.05825373803482,120.6932722938519,0.4504945828210729,20.0,20.0,3.4,1,1.6377049180327887,1.089188465315597,1.8433333333333373,-1.1000000000000014,6.5,23.39560206450759,7.693994410133168,24.77979996545286,26.739286811509828,26.8906157485782,-1.5263115129845417,-0.0005469109215909262,0.0,0.0,0,1.4849974538839845,1.8939922040528643,1.7374422493373416,25,35,40,15,6.5,1.3,Fallback_FAO_Defaults,26.0,Open_Elevation_API
2019-01-24,0.0,23.74427221106828,120.31814388659326,0.4504945828210729,14.1,14.1,-0.2,1,-4.262295081967212,0.7678778680474958,-4.043333333333331,-6.000000000000002,3.5,-3.495013684070609,0.0,-2.1347195976088265,-6.050960759224927,0.0,-1.5263115129845417,-0.0006562931059090893,0.0,0.0,0,1.1588786696225775,1.7941243193244993,1.6562952744728925,25,35,40,15,6.5,1.3,Fallback_FAO_Defaults,26.0,Open_Elevation_API
2019-01-25,0.0,23.43029068410173,119.9430154793346,0.4504945828210729,15.8,15.8,2.3,1,-2.5622950819672106,0.8604588875993217,-2.09,5.9,5.0,-3.495013684070609,0.0,-2.3015234638955144,0.0,0.0,-1.5263115129845417,-0.0007656752902273078,0.0,0.0,0,0.8463397082480242,1.6942564345961202,1.2455143342980968,25,35,40,15,6.5,1.3,Fallback_FAO_Defaults,26.0,Open_Elevation_API
2019-01-26,0.0024200633978005,23.11630915713519,119.56788707207596,0.4504945828210729,16.9,16.9,7.8,1,-1.4622950819672127,0.9203642531916794,-0.7600000000000016,0.7999999999999972,-0.3000000000000007,-3.4925936206728085,0.0006924331680961762,-2.2992964826369953,0.0024200633978005,-2.7960009046647913,-1.5263115129845417,-0.0008750574745455819,0.0,0.0,0,0.5473805697603495,0.6062017447865102,0.8347333941233117,25,35,40,15,6.5,1.3,Fallback_FAO_Defaults,26.0,Open_Elevation_API
2019-01-27,3.165812647746898,23.10937436216224,119.04182856360252,0.4504945828210729,17.3,17.3,7.9,1,-1.0622950819672106,0.9421480224979913,-0.43333333333333357,-5.199999999999999,-4.0,-0.329201036323711,0.9058083698429776,0.8530472242977241,3.165812647746898,3.165812647746898,-1.5263115129845417,-0.0009844396588636894,0.0,0.0,0,0.5690479861531301,-0.1748062130295125,0.7309991859421139,25,35,40,15,6.5,1.3,Fallback_FAO_Defaults,26.0,Open_Elevation_API
2019-01-28,0.0,23.102439567189283,118.5157700551291,0.4504945828210729,20.1,20.1,8.9,1,1.7377049180327901,1.094634407642175,2.1666666666666643,0.10000000000000142,-1.0,-3.495013684070609,0.0,-2.3746176759350406,-26.8906157485782,-0.1513289370683691,-1.5263115129845417,-0.001093821843181908,0.0,0.0,0,0.6096789723738709,-0.9558141708455388,0.9381780332073255,25,35,40,15,6.5,1.3,Fallback_FAO_Defaults,26.0,Open_Elevation_API
2019-01-29,0.0,23.09550477221633,117.98971154665566,0.4504945828210729,16.0,16.0,3.1,1,-2.3622950819672113,0.8713507722524776,-2.1633333333333375,1.9000000000000004,-4.100000000000001,-3.495013684070609,0.0,-2.7262820073670437,0.0,-6.050960759224927,-1.5263115129845417,-0.001203204027500071,0.0,0.0,0,0.6692735284225968,-0.6487674388519515,1.1453568804725478,25,35,40,15,6.5,1.3,Fallback_FAO_Defaults,26.0,Open_Elevation_API
2019-01-30,1.485989589370444,23.311106600219816,118.3600730665434,0.4504945828210729,11.0,11.0,4.5,1,-7.362295081967211,0.5990536559235783,-7.373333333333335,-4.800000000000001,1.0999999999999996,-2.009024094700165,0.425174183478368,-1.2402924179965997,1.485989589370444,1.485989589370444,-1.5263115129845417,-0.0013125862118182896,0.0,0.0,0,0.9703682772757283,-0.11918408388191537,1.5750723507142048,25,35,40,15,6.5,1.3,Fallback_FAO_Defaults,26.0,Open_Elevation_API
2019-01-31,9.956815944220317,23.526708428223294,118.73043458643114,0.4504945828210729,17.9,17.9,8.8,1,-0.4622950819672127,0.9748236764574592,-0.8699999999999974,1.0,1.7999999999999972,6.461802260149708,2.8488632217953747,7.143065556917273,9.954395880822517,9.956815944220317,-1.5263115129845417,-0.0014219683961364527,0.0,0.0,0,1.2870905077744084,0.41039927108810303,1.0166010158746133,25,35,40,15,6.5,1.3,Fallback_FAO_Defaults,26.0,Open_Elevation_API
2019-02-01,9.441822701888611,23.742310256226784,119.10079610631888,0.4504945828210729,19.2,19.2,13.3,2,-0.7789473684210542,0.9610115911485774,0.17999999999999972,1.8999999999999986,-3.3000000000000007,7.224775560719017,4.25873790708285,6.687826733158937,6.276010054141713,9.441822701888611,-1.5263115129845417,-0.0015313505804546157,0.0,0.0,0,1.6194402199186406,0.6329358940645449,0.4581296810350324,25,35,40,15,6.5,1.3,Fallback_FAO_Defaults,26.0,Open_Elevation_API
2019-02-02,0.0,23.019872657053103,118.51085342819438,0.4537760483506186,18.6,18.6,13.9,2,-1.378947368421052,0.9309799789251845,-0.3999999999999986,-1.5,-1.3999999999999986,-2.217047141169594,0.0,-2.776892806845558,0.0,-26.8906157485782,-1.4711666181934155,0.0016407327647728343,0.0032814655295456685,0.0032814655295456685,0,1.0293779865312587,-0.08256691013617967,-1.0383810809817184,25,35,40,15,6.5,1.3,Fallback_FAO_Defaults,26.0,Open_Elevation_API
2019-02-03,0.0,22.297435057879422,117.92091075006988,0.4537760483506186,22.6,22.6,14.6,2,2.621052631578948,1.131190727081138,3.626666666666665,6.600000000000001,8.500000000000002,-2.217047141169594,0.0,-2.771848508943279,0.0,0.0,-1.4711666181934155,0.0015313505804546157,0.0032814655295456685,0.0032814655295456685,0,0.42985282626481336,-0.7980697143369078,-1.4468371531888593,25,35,40,15,6.5,1.3,Fallback_FAO_Defaults,26.0,Open_Elevation_API
2019-02-04,1.3129723892096703,21.574997458705745,117.33096807194536,0.4537760483506186,25.4,25.4,17.9,2,5.421052631578945,1.2713382507903055,6.526666666666664,14.399999999999999,9.599999999999998,-0.9040747519599235,0.5922167214347176,-1.2571774277594445,-0.1730172001607737,1.3129723892096703,-1.4711666181934155,0.0010805775718816801,0.0032814655295456685,0.0032814655295456685,0,-0.1791352608806882,-1.7361091415140706,-1.855293225395986,25,35,40,15,6.5,1.3,Fallback_FAO_Defaults,26.0,Open_Elevation_API
2019-02-05,0.0382017500756492,21.516353522425177,115.83634389703478,0.4537760483506186,25.3,25.3,18.8,2,5.321052631578947,1.2663329820864067,6.256666666666664,7.400000000000002,8.400000000000002,-2.1788453910939447,0.017230914655019934,-2.5319480668934657,-9.918614194144668,0.0357816866778487,-1.4711666181934155,0.0006298045633087446,0.0032814655295456685,0.0032814655295456685,0,-0.1337926120121402,-2.010354905798117,-1.599955634710014,25,35,40,15,6.5,1.3,Fallback_FAO_Defaults,26.0,Open_Elevation_API
2019-02-06,0.5732472452531447,21.45770958614461,114.34171972212418,0.4537760483506186,25.5,25.5,20.1,2,5.5210526315789465,1.2763435194942043,6.41,6.300000000000001,8.2,-1.643799895916449,0.2585633993108196,-2.008710814973572,-8.868575456635467,-2.5925654024937534,-1.4711666181934155,0.000179031554735809,0.0032814655295456685,0.0032814655295456685,0,-0.07678914164486628,-2.284600670082174,-1.651664776017629,25,35,40,15,6.5,1.3,Fallback_FAO_Defaults,26.0,Open_Elevation_API
2019-02-07,0.7171144345046048,21.39906564986404,112.8470955472136,0.4537760483506186,23.6,23.6,14.3,2,3.621052631578948,1.1812434141201265,4.736666666666665,5.0,3.5,-1.499932706664989,0.3234547525797282,-1.864843625722112,0.7171144345046048,0.7171144345046048,-1.4711666181934155,-0.00027174145383712656,0.0,0.0032814655295456685,0,-0.008124849778869958,-1.6208070071890646,-1.7033739173252442,25,35,40,15,6.5,1.3,Fallback_FAO_Defaults,26.0,Open_Elevation_API
2019-02-08,5.004115988600651,21.57551518388596,112.05740053722224,0.4537760483506186,13.1,13.1,3.9,2,-6.878947368421054,0.6556902002107481,-5.92,-9.500000000000002,-2.9000000000000004,2.787068847431057,2.2571085186581783,3.318511786659874,5.004115988600651,5.004115988600651,-1.4711666181934155,-0.0007225144624100621,0.0,0.0032814655295456685,0,0.307293733888347,-0.721919873993464,-1.5199895883303718,25,35,40,15,6.5,1.3,Fallback_FAO_Defaults,26.0,Open_Elevation_API
2019-02-09,0.0057924641784447,21.751964717907885,111.26770552723087,0.4537760483506186,8.0,8.0,3.2,2,-11.978947368421053,0.40042149631190727,-11.316666666666666,-17.4,-3.0,-2.211254676991149,0.0026126932850822964,-1.6911674984164422,-1.3071799250312257,-1.4801971251919994,-1.4711666181934155,-0.0011732874709829977,0.0,0.0032814655295456685,0,0.5917362547890086,0.17696725920214007,-1.5591418823119305,25,35,40,15,6.5,1.3,Fallback_FAO_Defaults,26.0,Open_Elevation_API
2019-02-10,0.3314663224313507,21.92841425192981,110.47801051723954,0.4537760483506186,20.8,20.8,5.8,2,0.8210526315789473,1.0410958904109588,1.3900000000000006,-4.5,2.900000000000002,-1.885580818738243,0.1495080173426024,-1.3655881560441459,0.2932645723557015,-9.625349621788967,-1.4711666181934155,-0.0016240604795559332,0.0,0.0032814655295456685,0,0.8452027129231041,0.41206072950463124,-1.5982941762934857,25,35,40,15,6.5,1.3,Fallback_FAO_Defaults,26.0,Open_Elevation_API
2019-02-11,3.311432324239542,21.126672604988517,110.26365640163571,0.4537760483506186,23.7,23.7,16.4,2,3.721052631578946,1.1862486828240253,4.29666666666667,-1.8000000000000007,4.5,1.094385183069948,1.4936228746550737,1.375923792366911,2.738185078986397,-6.13039037764907,-1.4711666181934155,-0.0020748334881289243,0.0,0.0032814655295456685,0,0.08950192732742934,-0.3310369811560925,-2.6156376512382664,25,35,40,15,6.5,1.3,Fallback_FAO_Defaults,26.0,Open_Elevation_API
2019-02-12,10.549929942960096,20.324930958047226,110.04930228603192,0.4537760483506186,20.4,20.4,14.1,2,0.4210526315789451,1.0210748155953635,0.8900000000000006,-3.200000000000003,1.7999999999999972,8.332882801790502,4.758550121489309,8.324001562596278,9.832815508455491,10.549929942960096,-1.4711666181934155,-0.0025256064967018044,0.0,0.0,0,-0.66691589311759,-1.0741346918168126,-2.694941699005877,25,35,40,15,6.5,1.3,Fallback_FAO_Defaults,26.0,Open_Elevation_API
2019-02-13,0.0,19.523189311105927,109.8349481704281,0.4537760483506186,16.9,16.9,3.6,2,-3.078947368421055,0.845890410958904,-2.7900000000000027,3.799999999999999,-5.700000000000003,-2.217047141169594,0.0,-2.6851115608858245,-5.004115988600651,0.0,-1.4711666181934155,-0.0029763795052747954,0.0,0.0,0,-1.4240507484119576,-2.052325872780031,-2.774245746773495,25,35,40,15,6.5,1.3,Fallback_FAO_Defaults,26.0,Open_Elevation_API
2019-02-14,2.624051398079987,19.151164274947693,107.88282294117673,0.4537760483506186,22.7,22.7,11.4,2,2.721052631578946,1.1361959957850367,2.84,14.7,-2.6999999999999993,0.4070042569103931,1.1835794329098839,-0.3033894282732579,2.6182589339015423,1.3110790088703166,-1.4711666181934155,-0.003427152513847731,0.0,0.0,0,-1.752186027772602,-2.6008004429601925,-2.4238331837580525,25,35,40,15,6.5,1.3,Fallback_FAO_Defaults,26.0,Open_Elevation_API
2019-02-15,1.0057884108614874,18.77913923878946,105.93069771192532,0.4537760483506186,24.7,24.7,15.3,2,4.721052631578946,1.2363013698630136,4.586666666666666,3.8999999999999986,-0.6000000000000014,-1.2112587303081064,0.4536612651054808,-1.8957556103621198,0.6743220884301366,0.9675866607858382,-1.4711666181934155,-0.0038779255224206666,0.0,0.0,0,-2.055399892078629,-3.1492750131403504,-2.737214283635719,25,35,40,15,6.5,1.3,Fallback_FAO_Defaults,26.0,Open_Elevation_API
2019-02-16,0.6869051434765441,18.407114202631224,103.97857248267393,0.4537760483506186,20.7,20.7,15.1,2,0.7210526315789458,1.03609062170706,0.42666666666666586,-3.0,-4.800000000000001,-1.5301419976930497,0.30982883977567127,-1.889557589506922,-2.624527180762998,0.11365789822339933,-1.4711666181934155,-0.004328698530993602,0.0,0.0,0,-2.333692341330032,-2.7195584023572934,-3.050595383513386,25,35,40,15,6.5,1.3,Fallback_FAO_Defaults,26.0,Open_Elevation_API
2019-02-17,0.0,18.476888366764868,102.64541748345162,0.4537760483506186,20.3,20.3,16.0,2,0.32105263157894726,1.0160695468914647,-0.023333333333329875,-0.09999999999999787,-3.3000000000000007,-2.217047141169594,0.0,-2.2720640978350697,-10.549929942960096,-0.7171144345046048,-1.4711666181934155,-0.004779471539566482,0.0,0.0,0,-2.1452641752349386,-1.8480425912823577,-2.9221772830991704,25,35,40,15,6.5,1.3,Fallback_FAO_Defaults,26.0,Open_Elevation_API
2019-02-18,0.0,18.54666253089852,101.31226248422934,0.4640177730782611,17.1,17.1,7.4,2,-2.878947368421052,0.8559009483667018,-2.9199999999999946,0.20000000000000284,4.000000000000002,-2.217047141169594,0.0,-2.2720640978350697,0.0,-5.004115988600651,-1.2990548506004411,0.005120862363821199,0.01024172472764251,0.01024172472764251,0,-1.967376475984171,-0.9765267802074078,-3.028852652987439,25,35,40,15,6.5,1.3,Fallback_FAO_Defaults,26.0,Open_Elevation_API
2019-02-19,0.0,18.61643669503216,99.97910748500703,0.4640177730782611,15.0,15.0,6.9,2,-4.9789473684210535,0.7507903055848261,-4.516666666666666,-7.699999999999999,7.0,-2.217047141169594,0.0,-2.2732702117251855,-2.624051398079987,-0.0057924641784447,-1.2990548506004411,0.004779471539566482,0.01024172472764251,0.01024172472764251,0,-1.8000292435777574,-0.5347275799155327,-3.135528022875725,25,35,40,15,6.5,1.3,Fallback_FAO_Defaults,26.0,Open_Elevation_API
2019-02-20,0.3542472977280529,19.04068521291343,99.84013150362811,0.4640177730782611,17.5,17.5,7.0,2,-2.4789473684210535,0.8759220231822972,-1.6233333333333313,-7.199999999999999,-3.3000000000000007,-1.862799843441541,0.15978338536417916,-1.8752571676901435,-0.6515411131334345,0.0227809752967022,-1.2990548506004411,0.0030716695613234313,0.01024172472764251,0.01024172472764251,0,-1.2887481242680465,0.2615459741239725,-2.887729039016378,25,35,40,15,6.5,1.3,Fallback_FAO_Defaults,26.0,Open_Elevation_API
2019-02-21,0.0,19.464933730794694,99.7011555222492,0.4640177730782611,15.7,15.7,10.3,2,-4.278947368421054,0.7858271865121179,-3.3299999999999983,-5.0,-8.0,-2.217047141169594,0.0,-2.2282310737490083,-0.6869051434765441,-3.311432324239542,-1.2990548506004411,0.0013638675830803804,0.01024172472764251,0.01024172472764251,0,-0.7681453638343463,1.0578195281634706,-1.6617388741938228,25,35,40,15,6.5,1.3,Fallback_FAO_Defaults,26.0,Open_Elevation_API
2019-02-22,0.0,19.88918224867597,99.56217954087028,0.4640177730782611,24.7,24.7,9.9,2,4.721052631578946,1.2363013698630136,5.703333333333333,4.399999999999999,4.300000000000001,-2.217047141169594,0.0,-2.2277631526156956,0.0,-10.549929942960096,-1.2990548506004411,-0.00034393439516272606,0.01024172472764251,0.01024172472764251,0,-0.2382209622766318,1.4122938819111006,-0.4357487093712571,25,35,40,15,6.5,1.3,Fallback_FAO_Defaults,26.0,Open_Elevation_API
2019-02-23,0.3406728196233085,20.504482604706222,100.65519983455074,0.4640177730782611,23.0,23.0,19.3,2,3.0210526315789465,1.1512118018967334,3.960000000000001,5.899999999999999,6.100000000000001,-1.8763743215462854,0.15366061158428412,-1.8680050949170242,0.3406728196233085,0.3406728196233085,-1.2990548506004411,-0.002051736373405777,0.0,0.01024172472764251,0,0.49207691855406566,1.957820073807703,0.9812932936002952,25,35,40,15,6.5,1.3,Fallback_FAO_Defaults,26.0,Open_Elevation_API
2019-02-24,0.0028354764182946,21.11978296073648,101.7482201282312,0.4640177730782611,18.6,18.6,8.7,2,-1.378947368421052,0.9309799789251845,-0.8766666666666652,3.6000000000000014,-4.099999999999998,-2.214211664751299,0.001278942772862627,-2.0793039339743693,0.0028354764182946,-2.621215921661692,-1.2990548506004411,-0.003759538351648828,0.0,0.01024172472764251,0,1.1760777529119792,2.5033462657043195,1.9686186857887868,25,35,40,15,6.5,1.3,Fallback_FAO_Defaults,26.0,Open_Elevation_API
2019-02-25,7.156041665311825,21.735083316766737,102.84124042191168,0.4640177730782611,16.7,16.7,9.1,2,-3.278947368421054,0.8358798735511064,-3.4033333333333324,-0.8000000000000007,-8.0,4.938994524142231,3.2277354560610227,5.044255160632654,6.801794367583772,6.150253254450337,-1.2990548506004411,-0.005467340329891879,0.0,0.01024172472764251,0,1.813781540797109,2.694398103853306,2.9559440779772785,25,35,40,15,6.5,1.3,Fallback_FAO_Defaults,26.0,Open_Elevation_API
2019-02-26,11.878408102482505,21.74965956727405,106.36911209738696,0.4640177730782611,20.5,20.5,12.2,2,0.5210526315789465,1.0260800842992623,0.31666666666666643,4.800000000000001,-0.1999999999999993,9.66136096131291,5.3577607268269904,9.41876849383184,11.878408102482505,11.19150295900596,-1.2990548506004411,-0.007175142308135041,0.0,0.01024172472764251,0,1.804464176686519,2.284725836479357,3.3425453646428274,25,35,40,15,6.5,1.3,Fallback_FAO_Defaults,26.0,Open_Elevation_API
2019-02-27,13.77549541566021,21.76423581778136,109.89698377286224,0.4640177730782611,25.5,25.5,15.7,2,5.5210526315789465,1.2763435194942043,5.310000000000002,0.8000000000000007,5.199999999999999,11.558448274490615,6.2134427184047185,11.384248574667637,13.77549541566021,13.77549541566021,-1.2990548506004411,-0.008882944286378036,0.0,0.01024172472764251,0,1.8075346058672643,1.8750535691053898,3.2873474510164904,25,35,40,15,6.5,1.3,Fallback_FAO_Defaults,26.0,Open_Elevation_API
