date,t2m_max,t2m_min,t2m_mean,precip_mm
2021-06-16,33.3,22.5,27.0,1.9
2021-06-17,32.4,23.9,28.0,1.2
2021-06-18,32.8,22.0,27.6,0.0
2021-06-19,32.5,23.4,28.2,0.5
2021-06-20,31.1,24.4,27.4,4.6
2021-06-21,30.2,25.5,26.9,8.4
2021-06-22,30.0,23.8,26.0,21.4
2021-06-23,31.8,23.9,27.1,5.6
2021-06-24,32.0,23.2,27.7,2.8
2021-06-25,31.2,25.6,28.2,4.0
2021-06-26,31.3,25.5,28.3,0.7
2021-06-27,28.8,24.5,26.6,11.2
2021-06-28,28.4,22.9,24.5,38.4
2021-06-29,28.6,23.5,25.6,8.6
2021-06-30,30.1,23.8,26.1,4.0
2021-07-01,30.8,22.7,26.5,3.9
2021-07-02,32.4,23.4,27.3,2.7
2021-07-03,30.4,24.6,26.6,16.6
2021-07-04,28.7,23.8,25.6,31.6
2021-07-05,29.8,23.5,25.6,18.7
2021-07-06,26.4,23.3,24.8,37.8
2021-07-07,27.7,23.5,24.9,12.5
2021-07-08,26.2,24.1,24.9,38.2
2021-07-09,27.0,24.1,24.9,84.9
2021-07-10,29.9,24.8,26.8,3.2
2021-07-11,31.4,23.9,26.9,0.9
2021-07-12,31.2,24.6,27.5,2.1
2021-07-13,29.2,23.0,26.0,2.4
2021-07-14,28.2,23.0,24.9,7.7
2021-07-15,29.6,23.6,25.9,4.0
2021-07-16,29.9,23.9,26.1,6.0
2021-07-17,32.1,23.9,27.9,0.6
2021-07-18,30.5,24.2,27.3,2.7
2021-07-19,30.8,24.2,26.9,4.9
2021-07-20,29.9,23.0,26.2,37.6
2021-07-21,30.9,23.2,26.4,2.6
2021-07-22,30.5,23.3,25.8,8.9
2021-07-23,32.7,24.7,27.9,3.1
2021-07-24,33.2,24.6,28.5,0.0
2021-07-25,32.8,22.9,28.0,0.0
2021-07-26,33.1,23.8,28.3,0.0
2021-07-27,32.5,25.0,28.4,0.5
2021-07-28,31.2,23.4,27.0,9.0
2021-07-29,32.5,24.9,28.3,1.8
2021-07-30,32.5,24.7,28.3,2.4
2021-07-31,32.3,24.9,27.7,2.0
2021-08-01,30.9,25.6,27.7,4.8
2021-08-02,31.8,25.5,28.0,5.0
2021-08-03,30.2,24.0,26.5,36.6
2021-08-04,30.6,23.3,26.4,15.6
2021-08-05,27.8,24.0,25.7,25.7
2021-08-06,30.4,23.4,26.0,11.2
2021-08-07,31.9,23.7,27.1,1.7
2021-08-08,31.4,25.2,28.5,1.7
2021-08-09,32.3,26.1,28.6,5.7
2021-08-10,32.1,25.7,28.5,3.8
2021-08-11,30.9,24.8,27.7,2.5
2021-08-12,30.9,24.2,27.1,1.5
2021-08-13,30.5,24.6,26.8,5.7
2021-08-14,30.8,23.6,26.3,2.1
2021-08-15,29.7,23.6,26.5,10.0
2021-08-16,30.6,23.9,26.7,13.3
2021-08-17,31.7,24.0,26.9,8.5
2021-08-18,30.4,26.1,28.0,5.2
2021-08-19,31.8,25.2,27.6,4.2
2021-08-20,33.0,25.3,28.9,0.0
2021-08-21,33.4,25.1,28.9,0.0
2021-08-22,32.6,22.9,27.9,1.6
2021-08-23,32.9,22.7,27.9,0.8
2021-08-24,33.8,23.6,28.7,0.0
2021-08-25,31.4,24.8,27.9,1.5
2021-08-26,30.6,24.7,27.1,9.8
2021-08-27,29.5,24.1,25.7,16.5
2021-08-28,31.5,24.0,27.0,3.7
2021-08-29,30.8,24.4,26.8,4.7
2021-08-30,33.0,24.6,28.6,0.5
2021-08-31,32.8,26.3,28.9,4.5
2021-09-01,30.5,24.6,27.2,9.7
2021-09-02,31.6,24.9,27.4,2.2
2021-09-03,31.4,24.8,27.3,9.3
2021-09-04,32.6,24.5,28.1,0.7
2021-09-05,34.0,24.9,28.7,0.0
2021-09-06,32.1,24.5,28.4,2.3
2021-09-07,32.7,21.7,26.2,5.1
2021-09-08,32.9,20.6,26.6,0.0
2021-09-09,33.0,22.2,27.2,0.0
2021-09-10,31.8,23.0,27.3,0.0
2021-09-11,30.7,19.5,24.9,0.0
2021-09-12,32.1,22.2,26.8,0.4
2021-09-13,28.5,23.7,24.7,24.7
2021-09-14,26.3,21.7,23.7,89.9
2021-09-15,28.8,22.4,24.4,0.4
2021-09-16,28.2,21.7,24.8,1.1
2021-09-17,29.8,22.4,25.7,0.7
2021-09-18,30.2,22.4,25.9,1.5
2021-09-19,29.5,23.1,25.8,6.9
2021-09-20,31.5,23.8,27.2,1.3
2021-09-21,32.1,24.1,27.8,1.2
2021-09-22,30.0,20.7,25.0,2.6
2021-09-23,26.0,13.9,20.3,0.0
2021-09-24,26.8,15.3,21.2,0.0
2021-09-25,27.6,16.7,21.6,0.0
2021-09-26,28.1,17.3,22.4,0.0
2021-09-27,29.7,21.8,24.7,2.2
2021-09-28,28.8,22.4,24.3,24.3
2021-09-29,28.9,22.2,24.7,14.3
2021-09-30,29.3,22.5,24.7,15.1
2021-10-01,25.4,22.3,23.4,91.7
2021-10-02,25.8,21.8,23.6,52.0
2021-10-03,28.6,22.1,24.6,0.7
2021-10-04,29.1,20.6,24.7,0.0
2021-10-05,28.4,17.7,23.1,0.0
2021-10-06,28.3,16.9,23.1,0.0
2021-10-07,28.8,17.8,23.3,0.0
2021-10-08,28.8,18.2,23.3,0.0
2021-10-09,28.8,18.4,23.6,0.0
2021-10-10,29.7,22.1,25.4,1.4
2021-10-11,27.9,21.9,25.5,2.7
2021-10-12,30.5,23.9,26.4,3.4
2021-10-13,30.9,24.2,27.0,0.0
2021-10-14,26.9,23.2,25.1,60.1
2021-10-15,30.2,22.8,25.7,2.9
2021-10-16,25.3,15.9,20.5,0.7
2021-10-17,21.4,11.8,17.2,0.0
2021-10-18,23.3,11.6,17.3,0.0
2021-10-19,26.7,14.7,20.0,0.0
2021-10-20,28.8,20.4,23.6,0.5
2021-10-21,28.6,21.0,24.1,1.3
2021-10-22,28.9,19.4,23.6,0.0
2021-10-23,26.0,21.0,23.2,7.4
2021-10-24,28.8,20.6,23.7,5.8
2021-10-25,30.3,23.6,25.8,0.5
2021-10-26,28.5,22.5,25.2,1.7
2021-10-27,25.6,19.9,23.7,14.4
2021-10-28,23.7,16.0,19.8,0.0
2021-10-29,20.9,14.0,17.8,0.0
2021-10-30,22.1,8.9,15.6,0.0
2021-10-31,25.1,10.8,17.7,0.0
2021-11-01,24.9,13.1,18.2,0.0
2021-11-02,25.3,15.4,19.6,0.0
2021-11-03,24.5,16.8,19.5,10.5
2021-11-04,16.9,10.4,13.7,15.8
2021-11-05,17.1,7.8,12.9,0.0
2021-11-06,18.6,7.0,12.3,0.0
2021-11-07,20.7,8.5,14.0,0.0
2021-11-08,23.7,11.0,16.2,0.0
2021-11-09,24.8,13.4,18.3,0.0
2021-11-10,26.4,17.2,20.4,0.5
2021-11-11,24.7,19.0,22.0,3.1
2021-11-12,23.5,10.5,16.5,0.0
2021-11-13,19.6,8.0,14.7,0.0
2021-11-14,25.4,9.1,15.5,0.0
2021-11-15,26.5,14.8,19.8,0.0
2021-11-16,26.4,17.9,21.5,0.0
2021-11-17,27.7,19.2,22.8,0.0
2021-11-18,22.6,15.9,19.6,1.6
2021-11-19,17.4,9.1,13.3,0.0
2021-11-20,24.4,10.7,16.2,0.0
2021-11-21,26.5,16.7,20.5,2.3
2021-11-22,20.8,14.4,17.7,1.0
2021-11-23,20.5,7.9,13.8,0.0
2021-11-24,24.7,13.7,18.7,0.9
2021-11-25,21.2,16.5,19.7,21.1
2021-11-26,15.0,7.9,11.8,0.0
2021-11-27,12.4,8.0,10.2,3.3
2021-11-28,16.7,11.8,13.3,5.8
2021-11-29,19.7,7.3,12.5,0.0
2021-11-30,21.7,9.1,14.5,0.0
2021-12-01,24.0,11.9,17.1,0.0
2021-12-02,24.4,12.7,17.5,0.1
2021-12-03,26.4,16.3,20.3,0.2
2021-12-04,25.3,18.6,21.0,4.5
2021-12-05,25.9,17.8,20.7,1.6
2021-12-06,23.0,19.1,21.6,15.0
2021-12-07,19.3,11.3,15.5,0.4
2021-12-08,21.2,16.2,17.9,0.6
2021-12-09,27.1,17.0,21.3,1.2
2021-12-10,27.7,23.0,24.6,1.0
2021-12-11,24.7,13.1,19.6,4.1
2021-12-12,14.8,5.5,10.1,0.0
2021-12-13,21.1,11.2,14.4,2.6
2021-12-14,26.4,19.4,21.9,1.2
2021-12-15,26.6,20.8,22.7,0.5
2021-12-16,26.9,21.2,23.0,1.1
2021-12-17,26.5,20.3,22.5,1.4
2021-12-18,22.3,17.8,20.7,11.2
2021-12-19,14.4,9.2,12.0,0.1
2021-12-20,14.6,8.3,11.0,2.0
2021-12-21,15.3,4.7,9.4,0.0
2021-12-22,21.2,7.6,12.9,0.0
2021-12-23,23.4,14.2,17.4,0.0
2021-12-24,25.4,17.2,20.2,0.0
2021-12-25,26.5,19.0,22.2,0.1
2021-12-26,26.6,18.7,21.8,0.1
2021-12-27,26.7,21.3,23.4,0.1
2021-12-28,26.5,20.9,23.3,0.9
2021-12-29,27.8,21.5,23.6,2.6
2021-12-30,26.8,18.4,21.8,0.0
2021-12-31,27.6,21.2,23.2,0.6
2022-01-01,28.6,22.4,24.5,1.2
2022-01-02,24.3,-0.4,9.4,1.5
2022-01-03,9.8,-0.6,4.0,0.0
2022-01-04,18.7,2.3,8.6,0.0
2022-01-05,23.8,12.0,16.3,0.0
2022-01-06,20.3,14.7,17.4,0.0
2022-01-07,14.6,3.5,8.7,0.0
2022-01-08,22.0,9.9,16.1,25.2
2022-01-09,21.3,17.7,19.2,102.7
2022-01-10,17.1,8.9,12.5,0.0
2022-01-11,13.1,5.1,9.1,0.0
2022-01-12,14.0,8.8,11.0,0.5
2022-01-13,20.0,6.8,11.9,0.0
2022-01-14,22.0,6.3,13.7,0.0
2022-01-15,17.2,7.4,12.3,0.5
2022-01-16,12.4,1.1,5.5,0.0
2022-01-17,17.6,0.5,8.9,0.0
2022-01-18,22.0,8.8,13.9,0.0
2022-01-19,22.2,15.7,18.0,34.8
2022-01-20,19.4,5.2,9.8,13.8
2022-01-21,9.5,2.7,4.5,2.2
2022-01-22,11.0,-0.4,4.7,0.0
2022-01-23,12.6,4.9,7.6,0.0
2022-01-24,13.2,9.5,10.8,11.0
2022-01-25,15.4,7.1,10.4,1.1
2022-01-26,13.1,4.4,9.1,0.0
2022-01-27,14.5,4.9,9.0,0.0
2022-01-28,13.3,8.2,11.1,0.0
2022-01-29,15.3,0.5,8.0,0.0
2022-01-30,19.1,5.6,11.1,0.0
2022-01-31,18.8,12.4,15.3,10.6
2022-02-01,19.6,13.9,15.7,26.7
2022-02-02,23.4,10.5,16.6,1.0
2022-02-03,18.8,2.5,8.4,14.7
2022-02-04,5.7,-4.5,-0.8,2.5
2022-02-05,8.7,-3.0,1.8,0.0
2022-02-06,14.7,-1.5,5.2,0.0
2022-02-07,15.4,5.5,10.1,0.0
2022-02-08,15.5,1.4,9.0,0.0
2022-02-09,19.0,2.4,10.1,0.0
2022-02-10,19.8,4.0,11.8,0.0
2022-02-11,21.0,5.0,12.9,0.0
2022-02-12,17.6,8.2,12.8,1.2
2022-02-13,13.9,-0.2,6.2,0.0
2022-02-14,17.9,2.7,10.0,0.0
2022-02-15,21.7,8.1,13.5,0.1
2022-02-16,23.7,15.3,18.5,0.8
2022-02-17,25.5,19.0,21.2,6.9
2022-02-18,13.3,2.2,7.2,0.0
2022-02-19,16.6,4.0,9.3,0.0
2022-02-20,20.9,6.2,12.7,0.0
2022-02-21,25.3,15.2,19.6,1.2
2022-02-22,25.5,20.1,22.4,2.0
2022-02-23,23.1,8.8,14.6,2.9
2022-02-24,13.9,3.7,7.0,1.4
2022-02-25,8.8,2.6,4.8,2.7
2022-02-26,8.1,4.3,6.0,5.3
2022-02-27,14.8,4.9,7.5,1.4
2022-02-28,16.0,1.7,8.8,0.0
2022-03-01,19.1,2.1,10.8,0.0
2022-03-02,20.4,4.6,12.4,0.0
2022-03-03,23.0,10.5,16.1,0.0
2022-03-04,22.5,15.0,18.4,0.8
2022-03-05,25.9,17.3,20.6,2.7
2022-03-06,27.2,20.1,22.2,0.4
2022-03-07,22.3,11.2,17.5,3.1
2022-03-08,13.1,7.6,9.8,8.4
2022-03-09,14.2,4.2,8.6,0.2
2022-03-10,19.8,5.1,11.2,0.0
2022-03-11,17.9,13.0,15.0,1.4
2022-03-12,12.1,0.5,5.5,0.8
2022-03-13,16.5,0.8,8.7,0.0
2022-03-14,24.0,12.5,16.9,1.9
2022-03-15,21.6,13.0,17.6,8.9
2022-03-16,23.5,8.9,15.9,0.0
2022-03-17,24.7,12.2,17.7,0.7
2022-03-18,20.3,14.5,18.6,1.0
2022-03-19,21.6,8.7,14.9,0.0
2022-03-20,21.9,7.6,14.8,0.0
2022-03-21,24.7,16.3,19.9,7.2
2022-03-22,23.2,16.4,20.3,28.8
2022-03-23,18.6,8.2,13.5,0.0
2022-03-24,18.6,10.2,14.6,0.0
2022-03-25,25.3,8.9,15.6,0.0
2022-03-26,27.6,12.0,18.9,0.0
2022-03-27,27.3,15.7,20.5,0.0
2022-03-28,26.9,17.2,21.2,0.0
2022-03-29,27.3,19.3,22.6,0.3
2022-03-30,28.0,20.9,23.0,16.0
2022-03-31,23.7,10.3,17.3,0.0
2022-04-01,24.4,12.1,18.0,0.0
2022-04-02,28.0,15.5,20.3,0.6
2022-04-03,27.5,15.4,21.0,0.0
2022-04-04,26.9,17.6,21.5,4.7
2022-04-05,31.0,20.0,23.6,1.1
2022-04-06,27.0,21.0,23.6,0.5
2022-04-07,23.8,13.8,19.1,0.0
2022-04-08,23.9,10.9,17.3,0.0
2022-04-09,28.3,9.3,18.0,0.0
2022-04-10,27.4,18.1,21.7,0.0
2022-04-11,29.3,20.2,23.3,6.0
2022-04-12,29.2,21.5,24.1,1.5
2022-04-13,31.1,20.7,24.1,1.8
2022-04-14,26.4,15.6,21.5,0.7
2022-04-15,28.7,18.7,22.7,5.4
2022-04-16,30.2,22.7,25.3,2.0
2022-04-17,31.4,21.3,25.0,2.3
2022-04-18,27.9,18.0,22.9,0.6
2022-04-19,25.4,14.2,20.0,0.0
2022-04-20,28.4,20.8,23.5,2.9
2022-04-21,29.9,21.5,24.7,0.5
2022-04-22,29.1,21.9,24.6,1.2
2022-04-23,29.8,21.1,24.3,0.1
2022-04-24,30.9,21.1,24.9,0.4
2022-04-25,28.1,21.0,23.3,13.5
2022-04-26,26.1,17.3,20.2,4.2
2022-04-27,27.0,17.6,21.5,0.0
2022-04-28,28.7,18.2,22.8,0.2
2022-04-29,29.8,20.2,24.2,0.1
2022-04-30,29.7,22.2,25.1,2.0
2022-05-01,29.9,22.0,24.9,1.6
2022-05-02,31.1,22.7,26.0,0.2
2022-05-03,30.7,23.0,25.8,3.7
2022-05-04,31.3,23.9,26.5,1.7
2022-05-05,31.6,24.2,26.6,0.5
2022-05-06,34.1,19.6,25.4,16.1
2022-05-07,34.5,22.8,27.7,0.0
2022-05-08,34.3,24.2,28.5,0.0
2022-05-09,33.9,24.5,28.4,0.1
2022-05-10,32.8,25.1,28.3,0.0
2022-05-11,32.5,22.9,27.3,0.0
2022-05-12,33.2,20.5,26.3,0.0
2022-05-13,33.7,19.8,26.4,0.0
2022-05-14,33.7,22.1,27.0,0.2
2022-05-15,34.3,21.7,27.3,0.1
2022-05-16,35.5,22.2,28.2,0.0
2022-05-17,34.6,22.0,27.9,0.0
2022-05-18,34.9,23.3,28.2,0.0
2022-05-19,33.2,23.8,28.0,0.0
2022-05-20,33.9,24.8,28.5,0.0
2022-05-21,34.6,25.7,29.5,0.6
2022-05-22,29.7,20.8,24.7,14.6
2022-05-23,28.2,20.3,24.2,0.0
2022-05-24,27.4,21.9,24.0,6.5
2022-05-25,27.8,18.0,23.4,23.1
2022-05-26,31.6,16.0,23.7,0.0
2022-05-27,33.6,21.3,26.6,0.0
2022-05-28,34.0,20.1,26.9,0.0
2022-05-29,32.5,23.0,27.4,0.0
2022-05-30,31.9,24.8,27.7,1.8
2022-05-31,32.6,24.7,27.8,1.2
2022-06-01,31.9,24.0,27.5,1.7
2022-06-02,32.9,22.6,27.2,1.3
2022-06-03,33.8,21.7,27.0,2.0
2022-06-04,33.0,22.7,26.4,5.0
2022-06-05,32.7,22.0,26.6,1.2
2022-06-06,33.6,24.9,28.8,0.1
2022-06-07,34.1,25.2,28.9,0.0
2022-06-08,35.5,25.2,29.7,0.3
2022-06-09,35.7,25.4,29.5,1.7
2022-06-10,36.2,24.6,29.9,0.5
2022-06-11,37.2,25.5,30.6,0.0
2022-06-12,36.6,25.6,30.5,0.0
2022-06-13,36.3,26.0,30.4,0.0
2022-06-14,35.2,26.1,29.6,0.6
2022-06-15,36.5,26.0,30.1,1.3
2022-06-16,36.8,24.1,30.0,0.0
2022-06-17,34.2,24.8,29.2,0.5
2022-06-18,35.6,24.5,29.6,0.3
2022-06-19,37.3,24.4,30.4,0.0
2022-06-20,36.5,25.7,30.9,0.0
2022-06-21,35.8,24.1,29.9,1.3
2022-06-22,35.7,25.2,29.8,0.5
2022-06-23,37.2,25.4,30.2,0.2
2022-06-24,37.0,25.0,30.7,0.0
2022-06-25,36.9,24.4,30.4,0.0
2022-06-26,37.1,24.4,30.3,0.0
2022-06-27,36.3,25.2,30.0,1.4
2022-06-28,34.0,23.3,27.6,13.8
2022-06-29,31.7,23.3,26.6,8.9
2022-06-30,27.6,23.9,25.6,17.9
2022-07-01,30.0,23.3,26.1,5.0
2022-07-02,33.4,22.3,27.6,3.3
2022-07-03,34.0,25.3,29.1,0.3
2022-07-04,34.1,25.2,29.4,1.0
2022-07-05,35.9,25.1,30.0,0.0
2022-07-06,34.4,25.7,29.6,1.5
2022-07-07,35.6,25.6,29.6,0.4
2022-07-08,36.9,25.6,30.4,0.4
2022-07-09,38.6,26.7,31.9,0.0
2022-07-10,38.5,26.0,31.5,1.4
2022-07-11,39.1,25.8,32.1,0.5
2022-07-12,38.0,26.4,30.8,1.0
2022-07-13,36.5,26.5,30.6,0.2
2022-07-14,33.3,23.9,28.6,3.8
2022-07-15,34.1,24.4,27.6,6.2
2022-07-16,33.2,24.3,27.0,7.6
2022-07-17,35.1,24.7,29.5,0.7
2022-07-18,37.2,25.6,30.5,0.2
2022-07-19,37.3,26.6,31.0,0.0
2022-07-20,37.4,26.6,31.3,0.0
2022-07-21,36.7,26.2,30.9,0.3
2022-07-22,35.4,26.0,30.4,0.7
2022-07-23,33.1,25.0,28.2,2.8
2022-07-24,34.9,25.0,29.0,0.4
2022-07-25,34.9,25.4,29.5,0.2
2022-07-26,34.9,25.4,29.5,1.1
2022-07-27,33.2,26.1,29.1,3.3
2022-07-28,33.8,24.6,28.6,5.0
2022-07-29,33.4,25.5,28.3,2.8
2022-07-30,33.2,23.5,27.2,9.0
2022-07-31,35.3,25.2,30.0,0.1
2022-08-01,34.2,25.6,28.9,1.7
2022-08-02,35.7,26.1,29.3,3.0
2022-08-03,37.5,26.4,31.0,0.4
2022-08-04,37.8,26.8,31.2,0.1
2022-08-05,33.2,24.8,28.8,3.3
2022-08-06,30.5,24.5,26.8,2.8
2022-08-07,33.1,24.7,28.0,1.3
2022-08-08,33.0,24.7,28.6,1.5
2022-08-09,34.6,24.2,28.4,2.3
2022-08-10,35.4,25.2,29.7,0.8
2022-08-11,34.5,24.9,28.2,21.8
2022-08-12,31.6,23.8,26.8,71.7
2022-08-13,32.4,24.7,27.3,2.9
2022-08-14,32.3,24.8,27.6,3.3
2022-08-15,34.7,24.8,29.5,0.0
2022-08-16,35.2,24.4,29.4,0.9
2022-08-17,36.6,25.2,29.8,0.3
2022-08-18,36.2,25.5,29.1,14.1
2022-08-19,30.0,24.1,25.8,66.7
2022-08-20,30.5,24.3,26.4,6.6
2022-08-21,31.5,24.9,27.3,4.7
2022-08-22,32.4,25.2,27.6,1.2
2022-08-23,31.1,23.8,26.9,18.9
2022-08-24,29.3,24.2,26.1,25.1
2022-08-25,31.2,24.0,26.8,3.8
2022-08-26,31.3,23.6,26.5,3.0
2022-08-27,31.5,24.3,26.9,2.2
2022-08-28,32.1,24.8,28.0,0.5
2022-08-29,29.3,24.7,26.7,7.7
2022-08-30,29.9,22.9,26.0,35.8
2022-08-31,30.4,23.7,25.7,11.0
2022-09-01,30.1,23.5,25.8,2.9
2022-09-02,31.5,22.8,25.8,13.2
2022-09-03,28.5,23.2,25.2,17.0
2022-09-04,27.4,23.0,24.9,7.0
2022-09-05,29.2,21.5,24.9,0.1
2022-09-06,30.2,21.7,25.6,0.1
2022-09-07,31.2,21.5,26.3,0.4
2022-09-08,30.4,22.2,26.1,0.5
2022-09-09,29.5,21.3,25.0,2.4
2022-09-10,30.7,21.4,25.8,0.2
2022-09-11,31.9,22.0,26.7,0.0
2022-09-12,31.6,22.6,26.8,0.0
2022-09-13,31.2,21.5,26.3,0.0
2022-09-14,30.3,20.1,25.3,0.0
2022-09-15,30.3,22.5,25.8,4.0
2022-09-16,31.0,22.9,25.7,2.1
2022-09-17,32.9,22.8,26.8,1.4
2022-09-18,32.1,23.2,27.1,1.7
2022-09-19,32.7,23.5,27.3,1.8
2022-09-20,32.6,22.5,26.8,0.9
2022-09-21,33.6,22.3,27.9,0.0
2022-09-22,35.5,22.8,28.5,0.0
2022-09-23,35.5,23.8,29.2,0.0
2022-09-24,35.1,23.0,28.3,0.0
2022-09-25,34.4,23.0,28.3,0.0
2022-09-26,34.0,24.6,28.8,0.0
2022-09-27,30.6,18.1,25.3,0.0
2022-09-28,29.6,18.2,24.0,0.0
2022-09-29,28.7,18.2,23.0,0.0
2022-09-30,27.5,15.5,21.9,0.0
2022-10-01,28.1,14.6,20.9,0.0
2022-10-02,28.7,14.9,21.7,0.0
2022-10-03,29.7,16.9,22.6,0.0
2022-10-04,29.5,18.9,23.7,0.0
2022-10-05,29.9,16.7,23.2,0.0
2022-10-06,31.1,17.6,24.2,0.0
2022-10-07,29.6,18.6,24.5,0.0
2022-10-08,30.8,19.7,25.0,0.0
2022-10-09,30.3,19.1,24.7,0.0
2022-10-10,29.6,17.8,23.8,0.0
2022-10-11,29.2,19.4,23.9,0.1
2022-10-12,32.8,20.9,25.8,0.1
2022-10-13,29.9,20.9,25.4,8.1
2022-10-14,29.6,19.0,23.8,4.7
2022-10-15,31.9,20.2,25.0,0.0
2022-10-16,30.5,21.8,25.4,0.8
2022-10-17,26.1,18.2,21.8,10.9
2022-10-18,21.1,12.9,16.8,0.0
2022-10-19,18.6,7.7,13.6,0.0
2022-10-20,26.4,11.0,16.7,0.0
2022-10-21,29.5,16.3,21.6,0.0
2022-10-22,29.5,18.3,22.9,0.0
2022-10-23,29.2,21.7,24.8,0.0
2022-10-24,29.4,23.7,25.6,1.6
2022-10-25,25.2,15.3,20.5,19.5
2022-10-26,22.4,10.8,16.3,0.0
2022-10-27,24.5,11.2,17.0,0.0
2022-10-28,23.3,17.7,20.2,53.3
2022-10-29,20.9,13.3,16.8,0.7
2022-10-30,23.5,12.7,17.6,0.0
2022-10-31,24.7,12.4,18.3,0.0
2022-11-01,21.0,16.1,18.5,19.8
2022-11-02,23.9,15.6,18.7,0.5
2022-11-03,28.7,20.8,23.4,3.3
2022-11-04,28.9,22.2,24.6,2.3
2022-11-05,24.1,14.5,19.4,39.1
2022-11-06,27.9,15.9,20.8,2.3
2022-11-07,28.3,21.8,24.5,1.0
2022-11-08,27.8,20.5,23.5,0.1
2022-11-09,28.1,18.9,23.0,0.3
2022-11-10,26.5,18.9,22.5,0.1
2022-11-11,26.2,18.3,21.6,18.3
2022-11-12,17.6,6.6,11.0,6.9
2022-11-13,13.6,4.1,8.8,0.0
2022-11-14,20.5,9.6,13.5,3.2
2022-11-15,13.7,6.6,10.1,1.3
2022-11-16,13.3,5.0,8.2,0.0
2022-11-17,12.5,6.0,9.1,0.0
2022-11-18,12.7,9.5,11.1,0.0
2022-11-19,12.2,8.3,9.8,33.7
2022-11-20,12.1,5.3,8.1,0.7
2022-11-21,10.9,7.2,8.6,16.1
2022-11-22,13.2,7.6,9.1,12.3
2022-11-23,20.7,7.9,12.9,0.8
2022-11-24,23.2,15.0,19.2,8.4
2022-11-25,18.0,14.5,16.6,17.3
2022-11-26,19.0,14.1,16.2,73.1
2022-11-27,21.7,11.2,15.1,0.0
2022-11-28,22.2,8.8,15.0,0.0
2022-11-29,25.5,15.8,21.4,1.3
2022-11-30,23.8,10.6,16.8,0.0
2022-12-01,15.0,5.3,10.3,0.0
2022-12-02,25.9,12.7,18.4,0.9
2022-12-03,24.3,20.7,22.0,2.0
2022-12-04,21.0,15.2,17.6,0.7
2022-12-05,25.8,17.5,20.7,1.5
2022-12-06,26.6,20.1,22.9,0.5
2022-12-07,26.7,18.8,22.5,1.9
2022-12-08,26.1,19.9,22.6,1.1
2022-12-09,26.0,19.6,22.0,3.2
2022-12-10,26.1,19.0,21.7,2.6
2022-12-11,23.7,18.7,20.5,37.6
2022-12-12,21.8,17.2,19.1,2.0
2022-12-13,26.4,19.7,21.9,4.4
2022-12-14,22.5,16.9,19.2,9.5
2022-12-15,16.1,5.8,11.4,0.0
2022-12-16,21.4,8.0,12.5,0.7
2022-12-17,13.2,6.4,9.1,0.6
2022-12-18,12.1,2.8,7.5,0.0
2022-12-19,12.1,8.2,10.5,1.2
2022-12-20,15.3,8.4,10.9,0.7
2022-12-21,13.2,4.9,9.0,0.0
2022-12-22,15.9,5.7,9.8,0.0
2022-12-23,1.0,-8.0,-4.5,0.0
2022-12-24,3.8,-5.4,-1.9,0.0
2022-12-25,7.7,-3.4,1.2,0.0
2022-12-26,13.7,-0.5,5.6,0.0
2022-12-27,11.4,1.2,6.5,0.0
2022-12-28,24.1,5.1,12.3,0.0
2022-12-29,25.8,18.4,20.5,4.8
2022-12-30,21.6,14.8,17.7,44.0
2022-12-31,22.9,11.6,16.3,0.0
2023-01-01,26.2,14.9,19.4,0.3
2023-01-02,23.6,20.2,22.0,22.2
2023-01-03,24.6,17.4,21.3,22.6
2023-01-04,20.4,11.7,16.0,0.0
2023-01-05,20.5,8.1,14.1,0.0
2023-01-06,24.5,10.0,15.7,0.0
2023-01-07,24.0,17.1,19.7,3.0
2023-01-08,21.7,12.9,17.3,12.6
2023-01-09,19.6,9.7,14.0,0.0
2023-01-10,22.9,12.4,17.0,0.2
2023-01-11,25.8,17.2,20.3,0.2
2023-01-12,22.0,14.3,17.9,0.0
2023-01-13,15.1,6.7,11.0,0.0
2023-01-14,16.8,3.6,9.8,0.0
2023-01-15,22.7,10.6,15.3,0.0
2023-01-16,23.6,18.2,20.5,1.2
2023-01-17,24.7,16.0,19.3,0.2
2023-01-18,24.3,20.1,21.5,4.5
2023-01-19,19.6,10.9,15.4,0.0
2023-01-20,15.9,10.9,12.3,0.5
2023-01-21,13.3,10.2,11.5,9.4
2023-01-22,14.6,7.1,10.4,0.2
2023-01-23,13.5,2.6,8.5,0.0
2023-01-24,19.4,9.1,12.6,74.1
2023-01-25,12.1,4.9,8.6,0.0
2023-01-26,13.2,2.0,6.8,0.0
2023-01-27,13.9,2.0,7.9,0.0
2023-01-28,20.9,11.9,15.7,8.6
2023-01-29,21.0,17.8,19.3,58.2
2023-01-30,19.7,7.3,12.0,2.0
2023-01-31,7.7,3.2,5.3,5.6
2023-02-01,8.5,3.1,4.8,12.4
2023-02-02,6.6,4.0,4.8,11.8
2023-02-03,13.5,3.9,6.9,0.0
2023-02-04,17.0,3.0,8.6,0.0
2023-02-05,22.0,7.5,13.6,0.0
2023-02-06,23.1,13.7,17.3,0.1
2023-02-07,24.2,16.6,19.5,1.1
2023-02-08,23.9,13.9,19.1,9.8
2023-02-09,20.6,5.6,11.6,0.0
2023-02-10,16.7,8.2,11.7,0.0
2023-02-11,11.3,2.7,7.1,0.0
