date,precip_mm_sum
2019-01-01,0.15073129328307233
2019-01-02,0.8805660092564405
2019-01-03,0.05978418698687854
2019-01-04,0.002184789468883619
2019-01-05,0.31313849995697435
2019-01-06,0.789432241568598
2019-01-07,0.06553689436835518
2019-01-08,3.7625582155737347
2019-01-09,0.8777146558401324
2019-01-10,0.5892980442943828
2019-01-11,0.14683825410286605
2019-01-12,1.4019029465161794
2019-01-13,2.2493587989867283
2019-01-14,1.687374653307798
2019-01-15,0.008781206103437432
2019-01-16,1.292495147383647
2019-01-17,0.04251806887801642
2019-01-18,2.046740464059953
2019-01-19,0.07589752849734656
2019-01-20,0.2569829732732441
2019-01-21,0.03080329086734355
2019-01-22,0.5680628987072653
2019-01-23,0.6205742380651366
2019-01-24,3.4456049688221886
2019-01-25,1.5651718632425273
2019-01-26,4.724567816293374
2019-01-27,2.212840249971289
2019-01-28,1.7921714031002924
2019-01-29,0.03571897477850027
2019-01-30,0.13678639822215613
2019-01-31,0.04268691356597235
2019-02-01,2.2021494637114785
2019-02-02,3.9134203350726704
2019-02-03,3.3188767576519944
2019-02-04,0.08922299319090551
2019-02-05,0.07047811077049847
2019-02-06,0.0
2019-02-07,0.0009707886785856774
2019-02-08,0.0014440936325438424
2019-02-09,0.1898038434409491
2019-02-10,1.736789819270588
2019-02-11,6.368789887339486
2019-02-12,0.9111605265242497
2019-02-13,0.07474109821185158
2019-02-14,0.06436974124105657
2019-02-15,0.019014433870757803
2019-02-16,0.0
2019-02-17,0.0
2019-02-18,0.0
2019-02-19,0.0
2019-02-20,0.04718625985044894
2019-02-21,0.3781295369410806
2019-02-22,2.2466056617842116
2019-02-23,0.0
2019-02-24,0.0
2019-02-25,0.21873805484540962
2019-02-26,0.3085252723433481
2019-02-27,0.0008283235012618611
2019-02-28,0.03536340305529917
2019-03-01,0.44597451828151335
2019-03-02,0.16646187571067794
2019-03-03,0.027355805890706787
2019-03-04,2.4443728784349985
2019-03-05,0.8459588823549865
2019-03-06,0.7553805721071877
2019-03-07,4.4275752033029985
2019-03-08,1.2400703114938516
2019-03-09,0.4249180471787679
2019-03-10,1.8136521215646626
2019-03-11,2.5720111682219913
2019-03-12,0.4283905348241211
2019-03-13,0.2975832569315507
2019-03-14,0.4215355726240433
2019-03-15,1.3901991509589866
2019-03-16,2.40625003017982
2019-03-17,0.0
2019-03-18,0.07641496312128375
2019-03-19,0.029580699690309346
2019-03-20,0.0
2019-03-21,0.0006674477824667229
2019-03-22,0.0
2019-03-23,0.0
2019-03-24,0.0
2019-03-25,0.6555326943473083
2019-03-26,0.17239702390990308
2019-03-27,0.2575268526149979
2019-03-28,0.0
2019-03-29,0.008067273372401595
2019-03-30,0.0
2019-03-31,0.0
2019-04-01,0.0
2019-04-02,0.0035894574530530763
2019-04-03,0.01670085690173244
2019-04-04,0.03163486126887748
2019-04-05,1.5539855774606472
2019-04-06,0.7420958465304881
2019-04-07,0.0017069144309620067
2019-04-08,0.3124124031041551
2019-04-09,0.17598562236350315
2019-04-10,7.316096578969959
2019-04-11,5.578204870846958
2019-04-12,0.628931190371251
2019-04-13,0.4229909958431001
2019-04-14,0.08983400858680934
2019-04-15,0.09218292791514666
2019-04-16,0.33913612340924504
2019-04-17,0.08560599488390766
2019-04-18,0.013310628685671969
2019-04-19,0.02594110683762665
2019-04-20,0.01623111451073353
2019-04-21,0.16587617420330142
2019-04-22,1.2193372470685502
2019-04-23,3.3966839616916142
2019-04-24,2.0612743395682642
2019-04-25,0.7581475451459676
2019-04-26,4.677676439665431
2019-04-27,9.15985052721288
2019-04-28,1.3677906104645134
2019-04-29,0.46259031099210324
2019-04-30,5.39228950282898
2019-05-01,3.6848784291922496
2019-05-02,0.12866227346063672
2019-05-03,4.0284146273671055
2019-05-04,1.7075938708189158
2019-05-05,2.472602059168539
2019-05-06,7.999955762031424
2019-05-07,2.175492535406706
2019-05-08,0.07750524978463337
2019-05-09,7.0790277049396115
2019-05-10,0.0
2019-05-11,5.088519410653635
2019-05-12,4.134590283341433
2019-05-13,5.6317003402702985
2019-05-14,2.5050033499828923
2019-05-15,7.414439076611719
2019-05-16,0.25312165475094306
2019-05-17,0.6804417208726307
2019-05-18,0.3100387487121697
2019-05-19,11.101750114038435
2019-05-20,4.609560198418787
2019-05-21,1.3850592729760103
2019-05-22,3.6537137300035885
2019-05-23,0.7140391799441888
2019-05-24,0.9862980531157757
2019-05-25,0.0021433388798952823
2019-05-26,0.16000250091570886
2019-05-27,11.140131784492857
2019-05-28,11.756141756323666
2019-05-29,18.45745245739267
2019-05-30,5.827287553062315
2019-05-31,0.3486302567407255
2019-06-01,0.9206420517672372
2019-06-02,0.12923019058680985
2019-06-03,1.4957902793986335
2019-06-04,2.489149102264175
2019-06-05,3.372010441203124
2019-06-06,1.0600554622264087
2019-06-07,1.2994729434918364
2019-06-08,0.0008639099158905385
2019-06-09,0.24056464554345985
2019-06-10,0.22289397307280429
2019-06-11,1.1095924087986908
2019-06-12,2.160858439109913
2019-06-13,0.6042536358959729
2019-06-14,0.7550758397811022
2019-06-15,0.8274171942096835
2019-06-16,13.437281505252432
2019-06-17,3.9994978512194583
2019-06-18,1.7726667038077428
2019-06-19,8.348655118456897
2019-06-20,2.0328375780978805
2019-06-21,4.228287858517746
2019-06-22,19.854230474970567
2019-06-23,10.831836094336689
2019-06-24,1.659709731741984
2019-06-25,0.2790717199708572
2019-06-26,0.0
2019-06-27,5.584653551859384
2019-06-28,0.012739908059351275
2019-06-29,0.0
2019-06-30,0.0
2019-07-01,1.6529674477263472
