date,precip_mm_sum,soil_surface_moisture,soil_rootzone_moisture,ndvi,t2m_mean,t2m_max,t2m_min
2019-01-01,31.72409259405964,16.770391023922556,101.58095069358934,0.2075149393930102,2.5366666666666666,2.5366666666666666,-3.3866666666666663
2019-02-01,22.196608404928675,15.628104409496473,102.75931231672023,0.36983785947864917,8.692857142857143,8.692857142857143,-1.0464285714285715
2019-03-01,21.307876884899535,11.535196473539584,78.06796245576471,0.41973728398916677,14.238709677419354,14.238709677419354,3.6774193548387095
2019-04-01,46.108093739215434,8.71434525812208,56.59976628924759,0.5614779606653191,18.709999999999997,18.709999999999997,8.23
2019-05-01,125.51419729367016,14.571113005717823,85.11907762194973,0.6832082348520171,18.312903225806455,18.312903225806455,9.635483870967741
2019-06-01,88.72933861355673,11.687827864082973,86.10069717829168,0.7280016293707086,27.93,27.93,17.983333333333334
2019-07-01,69.84894510091286,7.305506936774804,50.85430463703104,0.7015787144768356,26.94193548387097,26.94193548387097,16.93548387096774
2019-08-01,53.79695002663765,6.931491850027054,47.35346036156938,0.675697443634659,28.270967741935483,28.270967741935483,17.938709677419357
2019-09-01,54.07485458114341,7.4373670280628605,45.84238652954982,0.6103682058710783,22.259999999999998,22.259999999999998,12.33
2019-10-01,23.057267383743888,7.5565081756184,49.41477839560018,0.5395164463242778,18.641935483870967,18.641935483870967,8.35483870967742
2019-11-01,79.41302089871976,14.307829194354083,80.99064390167942,0.4933867101856152,12.616666666666667,12.616666666666667,6.0233333333333325
2019-12-01,50.49523512576543,18.539280281169475,111.93208659376863,0.4918665637604015,6.816129032258065,6.816129032258065,1.2806451612903225
2020-01-01,16.06034193936528,17.609817737826074,112.86850302943894,0.45517520353985286,3.1774193548387095,3.1774193548387095,-2.9935483870967743
2020-02-01,36.13263734647395,18.357261787361292,118.18021257227032,0.442469401232076,9.87241379310345,9.87241379310345,1.2689655172413792
2020-03-01,33.67176314115056,17.38747834076052,117.28845274566459,0.4888465304161093,11.812903225806451,11.812903225806451,1.632258064516129
2020-04-01,17.58069185016587,9.958507890199975,73.85555251022339,0.5790712004503727,18.5,18.5,5.29
2020-05-01,49.08467744441794,7.003183436288027,47.89063205464137,0.6599832581114946,19.799999999999997,19.799999999999997,9.419354838709678
2020-06-01,106.17478888968982,10.145568815019486,60.27227703500004,0.7028998137395133,24.216666666666665,24.216666666666665,15.576666666666666
2020-07-01,84.00144290783798,9.685740214323113,66.55388851467914,0.7224783504326904,26.44516129032258,26.44516129032258,16.27741935483871
2020-08-01,74.56243264123981,9.096765111338977,59.78715779233593,0.7116036750406649,28.293548387096774,28.293548387096774,18.351612903225806
2020-09-01,57.73821764458631,7.911636528879788,49.062080763105456,0.625996625033451,24.053333333333335,24.053333333333335,13.526666666666667
2020-10-01,94.5192618778258,16.61790506352136,99.79053319320077,0.5659549779202271,15.95483870967742,15.95483870967742,8.564516129032258
2020-11-01,13.396612925491434,17.426471276138404,115.03371264243638,0.5239212079450445,8.283333333333333,8.283333333333333,2.6266666666666665
2020-12-01,49.09732823176167,18.181495803840324,113.71571271503126,0.44332841381656457,6.093548387096774,6.093548387096774,1.8258064516129033
