date,soil_surface_moisture,soil_rootzone_moisture
2019-01-02,15.272740105459523,94.76277690189852
2019-01-05,15.947197844465524,94.98890839532656
2019-01-08,16.445579808471894,96.97666285668149
2019-01-11,15.728686683658278,98.55084043592679
2019-01-14,16.82293934145169,100.30714175704917
2019-01-17,16.291404568247966,100.98221227244936
2019-01-20,16.71896373983431,101.68827974575503
2019-01-23,18.172668815253893,104.22708784086002
2019-01-26,18.163892947629904,107.65430141934944
2019-01-29,17.570042347376617,110.51101645442925
2019-02-01,16.982122217587385,110.24361347040184
2019-02-04,17.694345008755406,111.07129397041003
2019-02-07,16.120740125434885,108.05781443351322
2019-02-10,17.854549217166788,106.9385333127405
2019-02-13,16.0800707108936,107.26529280460768
2019-02-16,14.952126090888278,103.74710745677417
2019-02-19,14.214466632588785,98.99505147128045
2019-02-22,15.262061799636342,96.15810412015561
2019-02-25,13.710151935544538,93.55706845818497
2019-02-28,12.978572234000291,89.70135992218148
2019-03-03,12.650938373736146,86.18302576002426
2019-03-06,12.422317118727095,83.97354057326021
2019-03-09,12.977471460274645,81.58768457868617
2019-03-12,12.305082871487217,81.30636328894353
2019-03-15,13.524313864748102,80.59854240417637
2019-03-18,11.705108091417367,80.27914787854267
2019-03-21,10.66611403399928,77.10350550419207
2019-03-24,10.29311475073275,72.3097425258412
2019-03-27,9.759270706507216,69.12304042801406
2019-03-30,8.603039781282954,64.83834710812599
2019-04-02,8.279655642248422,60.32831527944176
2019-04-05,9.526096237029172,57.88872572524192
2019-04-08,7.9558557355068205,57.80416812023122
2019-04-11,11.036092733399997,58.107084665324265
2019-04-14,9.145941263213063,62.11793397966793
2019-04-17,7.828441676649455,59.49958138701781
2019-04-20,7.084519751453425,55.055451968489194
2019-04-23,7.258670213807972,51.59903710532377
2019-04-26,8.086923218071211,48.54351302143729
2019-04-29,11.139836761455275,54.038167216687945
2019-05-02,9.029226757894682,58.66929520051923
2019-05-05,16.979266605849613,66.55678059100094
2019-05-08,12.242915677526721,75.9347218069342
2019-05-11,12.338502007572814,78.73210436295956
2019-05-14,16.943708390563447,84.8359415035594
2019-05-17,12.112945016986833,91.01442717509512
2019-05-20,16.530628788294177,91.26325699383604
2019-05-23,15.463532618820839,97.62547699542277
2019-05-26,13.524293499772792,94.52329695157397
2019-05-29,20.147840329250297,104.10828831942325
2019-06-01,15.062387431802296,110.44434590741207
2019-06-04,15.158052739957945,106.45165316631588
2019-06-07,12.698013140504262,103.2569888999227
2019-06-10,10.286680993741713,92.56425217318915
2019-06-13,8.705622853353328,81.56502777244015
2019-06-16,10.637210559160188,73.17756169734969
2019-06-19,11.951661095835039,72.31748664303778
2019-06-22,14.88888308795258,77.26793462752477
2019-06-25,9.803152086211659,81.64724287209043
2019-06-28,10.06386261990284,76.21186092780668
2019-07-01,7.9306435290259,68.7521971948945
2019-07-04,7.332101463679166,62.41831602352539
2019-07-07,8.560133844970572,57.33709134916392
2019-07-10,6.871675263440758,54.840378138962826
2019-07-13,8.607265307597103,52.70062379591921
2019-07-16,5.958382988169437,50.512398995121494
2019-07-19,5.489914361356637,45.262748534275374
2019-07-22,5.194536513020936,41.179711244344375
2019-07-25,5.927614681068673,37.27202696731057
2019-07-28,10.962970763744062,44.488442998574186
2019-07-31,7.947821210412539,50.47191760829068
2019-08-03,8.801806994740813,53.20095493419002
2019-08-06,7.114163664702021,51.16227339768797
2019-08-09,6.078336286069157,48.58555171193881
2019-08-12,8.209759200877512,45.56140116113797
2019-08-15,7.384597348342266,52.03405698685148
2019-08-18,5.760714844871186,48.52974465966556
2019-08-21,6.258198986477986,43.297457929313126
2019-08-24,7.983751082682217,43.317125526579254
2019-08-27,6.026976973727128,45.37611025843059
2019-08-30,5.2457184457898975,41.6345392136303
2019-09-02,6.254782412546695,39.797657999885196
2019-09-05,5.613582752869045,38.39100871686215
2019-09-08,12.823381617212485,44.07889142549083
2019-09-11,7.739065073695073,54.685922152286246
2019-09-14,6.580202537813307,51.219890219778286
2019-09-17,6.952755376959311,47.85373394036064
2019-09-20,6.137600838075422,45.75373382554052
2019-09-23,7.082669052964996,43.58262191949735
2019-09-26,8.336398157663758,46.35724969696367
2019-09-29,6.672859538926486,46.390882884180556
2019-10-02,9.305279802801492,47.36445430231054
2019-10-05,9.741242761063916,53.72090476005115
2019-10-08,8.52451237415535,56.05571520701955
2019-10-11,8.175776490441615,56.191231409620215
2019-10-14,7.289180977628449,53.703434503790476
2019-10-17,6.932686890308122,50.81313637222295
2019-10-20,6.503618184348524,48.133743879943076
2019-10-23,6.117821240837375,45.28460490315933
2019-10-26,5.885664377028891,42.74461214766559
2019-10-29,7.485515298160746,42.22534069819912
2019-11-01,7.245331675138604,43.47111951770275
2019-11-04,15.02761710017296,50.13401817465324
2019-11-07,13.31528036688091,68.28717029840455
2019-11-10,14.70774294266982,77.67168453235165
2019-11-16,13.923969794296886,89.5059539478135
2019-11-19,15.447143663245404,90.72130878130044
2019-11-22,14.608012543344316,95.30346019867916
2019-11-25,14.14386523716691,95.15228510622543
2019-11-28,17.09807805176868,97.07097721295541
2019-12-01,16.981514276257577,100.470045537579
2019-12-04,16.25665802308062,103.39099269022454
2019-12-07,16.182806789958374,103.90454894911959
2019-12-10,16.341854635745584,104.06180896410919
2019-12-13,17.74395858093516,106.34036771747688
2019-12-22,22.457238100435976,117.14143351006527
2019-12-28,19.074531041672504,127.11339448426455
2019-12-31,18.40245550500493,122.94346837588664
2020-01-03,18.30847427833449,119.1691078547936
2020-01-06,18.06854542266393,117.61456630919741
2020-01-09,17.52492892193025,115.34713474676263
2020-01-12,17.173158681453746,112.80001956157389
2020-01-15,16.85339099352719,110.49413522057678
2020-01-18,17.42442062123228,109.82029348001198
2020-01-21,16.748006987536122,109.5804872785817
2020-01-24,16.715395416892807,107.9053343700764
2020-01-27,18.987440637619795,108.1537443013132
2020-01-30,17.867642873594004,114.27512707768413
2020-02-02,19.330682463342455,115.77595188270045
