date,precip_mm_sum
2019-01-01,0.0
2019-01-02,44.19096119992478
2019-01-03,24.710915864318974
2019-01-04,0.0
2019-01-05,0.0
2019-01-06,0.0
2019-01-07,0.0
2019-01-08,0.0
2019-01-09,0.0
2019-01-10,0.0
2019-01-11,0.0
2019-01-12,0.0
2019-01-13,0.0
2019-01-14,0.0
2019-01-15,8.159835951448065
2019-01-16,0.0
2019-01-17,0.0
2019-01-18,0.0
2019-01-19,0.0
2019-01-20,0.0
2019-01-21,0.0
2019-01-22,0.1129216894724767
2019-01-23,10.34776011986838
2019-01-24,0.0
2019-01-25,0.0
2019-01-26,0.0
2019-01-27,0.0
2019-01-28,0.27053656802185155
2019-01-29,0.0
2019-01-30,0.0
2019-01-31,0.0
2019-02-01,0.0
2019-02-02,0.0
2019-02-03,0.0
2019-02-04,0.0
2019-02-05,0.0
2019-02-06,0.0
2019-02-07,2.691435642592782
2019-02-08,5.070574949265557
2019-02-09,0.8655553997561198
2019-02-10,0.39632174429025346
2019-02-11,3.144052852172584
2019-02-12,1.5162189533297015
2019-02-13,0.0
2019-02-14,2.7571449216026536
2019-02-15,0.5816551976626398
2019-02-16,0.0
2019-02-17,0.0
2019-02-18,3.6217176927739647
2019-02-19,2.1046720851375755
2019-02-20,0.0
2019-02-21,3.032644861134755
2019-02-22,0.0
2019-02-23,0.0
2019-02-24,0.0
2019-02-25,0.0
2019-02-26,0.0
2019-02-27,0.0
2019-02-28,0.0
2019-03-01,0.0
2019-03-02,0.48941876668018114
2019-03-03,0.0
2019-03-04,0.0
2019-03-05,0.0
2019-03-06,0.0
2019-03-07,0.0
2019-03-08,1.1911713622313198
2019-03-09,3.6214121593004425
2019-03-10,0.2720154042117728
2019-03-11,2.125131134855496
2019-03-12,7.016174060212539
2019-03-13,4.220389717723921
2019-03-14,0.0
2019-03-15,0.0
2019-03-16,2.0134356309438894
2019-03-17,0.0
2019-03-18,0.0
2019-03-19,0.0
2019-03-20,0.0
2019-03-21,0.0
2019-03-22,0.0
2019-03-23,0.0
2019-03-24,0.0
2019-03-25,0.0
2019-03-26,0.0
2019-03-27,0.0
2019-03-28,1.7073570499543818
2019-03-29,0.0
2019-03-30,0.0
2019-03-31,3.2952021882702764
2019-04-01,0.0
2019-04-02,0.0
2019-04-03,0.0
2019-04-04,0.0
2019-04-05,0.0
2019-04-06,23.695610074208652
2019-04-07,30.823525334486497
2019-04-08,0.0
2019-04-09,0.0
2019-04-10,0.0
2019-04-11,0.0
2019-04-12,0.0
2019-04-13,11.897623681429588
2019-04-14,0.0
2019-04-15,0.0
2019-04-16,0.0
2019-04-17,0.0
2019-04-18,22.117409044571787
2019-04-19,0.0
2019-04-20,0.0
2019-04-21,0.0
2019-04-22,0.12960802454567805
2019-04-23,3.157709476433851
2019-04-24,31.884358564755004
2019-04-25,7.712058501781995
2019-04-26,0.0
2019-04-27,0.0
2019-04-28,0.0
2019-04-29,0.0
2019-04-30,0.20614104970347746
2019-05-01,1.0331209541848385
2019-05-02,10.650582796299801
2019-05-03,42.602331185199205
2019-05-04,31.95174811222565
2019-05-05,0.0
2019-05-06,12.299541922661495
2019-05-07,5.090482289954689
2019-05-08,22.830918302798775
2019-05-09,4.793481232088233
2019-05-10,19.69529269902143
2019-05-11,0.0
2019-05-12,0.0
2019-05-13,0.0
2019-05-14,0.0
2019-05-15,0.0
2019-05-16,0.0
2019-05-17,0.0
2019-05-18,0.5104282559220176
2019-05-19,0.0
2019-05-20,0.0
2019-05-21,0.0
2019-05-22,0.0
2019-05-23,0.0
2019-05-24,0.0
