date,precip_mm_sum,soil_surface_moisture,soil_rootzone_moisture,ndvi,t2m_mean,t2m_max,t2m_min
2019-01-01,25.937517000608608,25.399999618530277,137.23440875838287,0.782602854920918,25.209999999999997,25.209999999999997,18.066666666666666
2019-02-01,54.66560437205056,25.399999618530277,137.23440875838287,0.7274042290417275,26.0,26.0,17.935714285714287
2019-03-01,44.185726938860164,25.399999618530277,137.2344087583829,0.6214931143610106,25.606451612903225,25.606451612903225,18.348387096774193
2019-04-01,54.48097386153141,25.399999618530277,137.23440875838287,0.6056623069993639,26.353333333333335,26.353333333333335,19.08
2019-05-01,76.36376067713424,25.399999618530277,137.2344087583829,0.6193450568985801,27.5,27.5,20.57741935483871
2019-06-01,8.122299081410556,25.399999618530277,137.23440875838287,0.7049530102842183,29.103333333333335,29.103333333333335,20.91
2019-07-01,29.607493181068776,25.399999618530277,137.2344087583829,0.665980401991546,29.203225806451613,29.203225806451613,21.177419354838708
2019-08-01,42.62367604477876,25.399999618530277,137.2344087583829,0.7070713304176938,29.26451612903226,29.26451612903226,21.370967741935484
2019-09-01,142.73741667114518,25.399999618530277,137.23440875838287,0.6478987567541419,27.983333333333334,27.983333333333334,21.836666666666666
2019-10-01,193.71731812588453,25.399999618530277,137.2344087583829,0.7131065217992838,27.387096774193548,27.387096774193548,21.051612903225806
2019-11-01,123.77357643915889,25.399999618530277,137.23440875838287,0.7485451247930454,26.773333333333333,26.773333333333333,20.496666666666666
2019-12-01,73.05546025265123,25.399999618530277,137.23440875838287,0.7232953682024851,26.403225806451612,26.403225806451612,19.861290322580647
2020-01-01,56.4814219563087,25.399999618530277,137.2344087583829,0.7351343732488579,26.103225806451615,26.103225806451615,19.248387096774195
2020-02-01,19.422246823730482,25.399999618530277,137.23440875838287,0.6848415987339558,26.73448275862069,26.73448275862069,19.03448275862069
2020-03-01,27.128497181853266,25.399999618530277,137.2344087583829,0.6424819366090017,26.241935483870968,26.241935483870968,18.716129032258067
2020-04-01,26.602203152633038,25.399999618530277,137.23440875838287,0.6674996095793126,27.7,27.7,19.58
2020-05-01,59.66810508732235,25.399999618530277,137.2344087583829,0.682984517675906,28.506451612903227,28.506451612903227,20.903225806451612
2020-06-01,49.011182570829625,25.399999618530277,137.23440875838287,0.5973176895665095,29.136666666666667,29.136666666666667,21.416666666666668
2020-07-01,44.5796278616354,25.399999618530277,137.2344087583829,0.5874833951772173,28.825806451612905,28.825806451612905,21.493548387096773
2020-08-01,135.06292003691746,25.399999618530277,137.2344087583829,0.6658388556027333,28.84193548387097,28.84193548387097,21.716129032258067
2020-09-01,141.96172832240075,25.399999618530277,137.23440875838287,0.7077905225823377,27.8,27.8,21.40666666666667
2020-10-01,334.14676796696403,25.399999618530277,137.2344087583829,0.6791321136327793,26.970967741935485,26.970967741935485,21.677419354838708
2020-11-01,347.7308360114338,25.399999618530277,137.23440875838287,0.7608385085135981,26.03666666666667,26.03666666666667,20.66
2020-12-01,37.40451398503186,25.399999618530277,137.2344087583829,0.790561236520161,25.448387096774194,25.448387096774194,19.212903225806453
