date,t2m_max,t2m_min,t2m_mean,precip_mm
2025-10-05,29.7,20.4,24.4,3.4
2025-10-06,28.9,21.1,24.1,7.0
2025-10-07,28.1,21.2,24.1,7.3
2025-10-08,28.3,21.8,24.3,10.5
2025-10-09,29.3,21.6,24.2,6.3
2025-10-10,27.8,21.3,24.1,2.1
2025-10-11,27.5,22.3,24.3,11.2
2025-10-12,26.2,22.1,23.6,4.8
2025-10-13,27.4,21.6,24.4,7.5
2025-10-14,27.7,21.9,24.2,3.4
2025-10-15,26.9,21.8,23.9,10.0
2025-10-16,27.9,22.3,24.5,3.5
2025-10-17,28.2,22.0,23.7,17.4
2025-10-18,27.2,21.5,24.4,2.0
2025-10-19,28.3,21.6,24.4,8.0
2025-10-20,28.7,21.7,24.2,24.6
2025-10-21,28.9,21.6,23.9,6.3
2025-10-22,27.6,21.3,23.6,29.9
2025-10-23,27.8,21.0,23.9,4.9
2025-10-24,27.4,21.9,23.6,24.8
2025-10-25,26.8,21.8,23.5,10.0
2025-10-26,23.9,22.1,23.0,37.5
2025-10-27,24.2,22.4,23.2,94.6
2025-10-28,23.5,22.3,23.0,119.4
2025-10-29,27.0,22.6,24.0,30.0
2025-10-30,27.6,22.8,24.7,0.1
