date,ndvi_mean
2019-01-01,0.7795962022618537
2019-01-17,0.782602854920918
2019-02-02,0.7128512595562487
2019-02-18,0.7435541277588612
2019-03-06,0.6018993483498467
2019-03-22,0.5918126332799473
2019-04-07,0.6080445399772276
2019-04-23,0.6112850963331988
2019-05-09,0.6075560354004063
2019-05-25,0.6555027752548415
2019-06-10,0.7403137799424468
2019-06-26,0.6808089704307654
2019-07-12,0.6435031544214094
2019-07-28,0.7151108290642384
2019-08-13,0.6997228948998406
2019-08-29,0.7141049919267319
2019-09-14,0.5890109249747826
2019-09-30,0.7294230079802189
2019-10-16,0.6978098160046573
2019-11-01,0.7088735100179656
2019-11-17,0.7938841131074224
2019-12-03,0.6875462484285283
2019-12-19,0.756434477938903
2020-01-01,0.7230475648015606
2020-01-17,0.7480269689259749
2020-02-02,0.749905361573365
2020-02-18,0.5928244674320752
2020-03-05,0.7099278326369357
2020-03-21,0.5624360766327072
2020-04-06,0.708144140055587
2020-04-22,0.6536112959251612
2020-05-08,0.6946555059987753
2020-05-24,0.685344110062069
2020-06-09,0.5575865955222352
2020-06-25,0.5858987130238286
2020-07-11,0.5748569260150876
2020-07-27,0.63105746080281
2020-08-12,0.7062667368224396
2020-08-28,0.5997761664236974
2020-09-13,0.7860531228284015
2020-09-29,0.7297758575656691
2020-10-15,0.63099840486226
2020-10-31,0.740259038900629
2020-11-16,0.7814179781265672
2020-12-02,0.7716400324456529
2020-12-18,0.8128385596334268
2021-01-01,0.8074306084233752
2021-01-17,0.7464086385402056
2021-02-02,0.7620036548225662
2021-02-18,0.705433322878074
2021-03-06,0.6917486520297265
2021-03-22,0.46810569141483427
2021-04-07,0.727464935527546
2021-04-23,0.6301024600801048
2021-05-09,0.6658301573653231
2021-05-25,0.5396840387356558
2021-06-10,0.6767851403514571
2021-06-26,0.7331318916294612
2021-07-12,0.7205475178518268
2021-07-28,0.7598030619231606
2021-08-13,0.7173794283436561
2021-08-29,0.7235322869609184
2021-09-14,0.7429811837785686
2021-09-30,0.746891468364507
2021-10-16,0.7889944523977838
2021-11-01,0.706703426254757
2021-11-17,0.7987197887266075
2021-12-03,0.7442449018986318
2021-12-19,0.8020762872095355
2022-01-01,0.7867008791216004
2022-01-17,0.7520151582537645
2022-02-02,0.7516408092547615
2022-02-18,0.6623044761316913
2022-03-06,0.7078928423960612
2022-03-22,0.7044700434515219
2022-04-07,0.5917040862253798
2022-04-23,0.6544083315172495
2022-05-09,0.684136632525302
2022-05-25,0.6931024986381299
2022-06-10,0.5950238389237028
2022-06-26,0.6540373021085909
2022-07-12,0.6561131346414039
2022-07-28,0.6348415557291802
2022-08-13,0.6787871955804098
2022-08-29,0.6127231777863221
2022-09-14,0.735009059618057
2022-09-30,0.5815810345008303
2022-10-16,0.7273657290786296
2022-11-01,0.8082415388658044
2022-11-17,0.8131722540767554
2022-12-03,0.7979738960978672
2022-12-19,0.7796280365340207
2023-01-01,0.7687101701005137
2023-01-17,0.7579409057227057
2023-02-02,0.676462925193825
2023-02-18,0.7100223656331985
2023-03-06,0.6358830454841025
2023-03-22,0.5870223247323088
2023-04-07,0.5550471352696558
2023-04-23,0.7116016905348908
2023-05-09,0.6895189171283002
2023-05-25,0.5510155785583145
2023-06-10,0.7726438693436819
2023-06-26,0.7352107758847082
2023-07-12,0.7206039200730753
2023-07-28,0.7387824523066437
2023-08-13,0.7065472485338096
2023-08-29,0.6989723823302258
2023-09-14,0.7172743718687272
2023-09-30,0.7870496807787344
2023-10-16,0.7411002502205504
2023-11-01,0.7118666371776375
2023-11-17,0.8289310431445123
2023-12-03,0.7296485880493635
2023-12-19,0.8137464099397359
2024-01-01,0.8277387565997236
2024-01-17,0.7942438057573812
2024-02-02,0.7893422085394983
2024-02-18,0.777397030932057
2024-03-05,0.6996231061111131
2024-03-21,0.7370131505756398
2024-04-06,0.6847753771957864
2024-04-22,0.6806793148419567
2024-05-08,0.7137676349334993
2024-05-24,0.5569555396971948
2024-06-09,0.7020802439513198
2024-06-25,0.7135872941248829
2024-07-11,0.6443563853671177
2024-07-27,0.7606564470367921
2024-08-12,0.7561521613077596
2024-08-28,0.7803635924291193
2024-09-13,0.7784538477932547
2024-09-29,0.7803095196849157
2024-10-15,0.7084067521485089
2024-10-31,0.7426288726254872
2024-11-16,0.8134110040562773
2024-12-02,0.7178647756215288
2024-12-18,0.8126677280453442
2025-01-01,0.7296652719795831
2025-01-17,0.794022164764377
2025-02-02,0.7616190958171482
2025-02-18,0.7630575181222503
2025-03-06,0.7526757333453856
2025-03-22,0.6965950199462946
2025-04-07,0.7496969496825622
2025-04-23,0.6862169049041208
2025-05-09,0.7232702274847118
2025-05-25,0.6777376495185604
2025-06-10,0.7222771545195578
2025-06-26,0.7296997171505929
2025-07-12,0.7453266239326205
2025-07-28,0.756181776924636
2025-08-13,0.7474736753481419
2025-08-29,0.7824050618007884
2025-09-14,0.7762447694867268
2025-09-30,0.8248895203023708
