date,precip_mm_sum,soil_surface_moisture,soil_rootzone_moisture,ndvi,t2m_mean,t2m_max,t2m_min,month,t2m_mean_anomaly_clim,t2m_mean_ratio_clim,t2m_mean_anomaly_roll,delta_t2m_mean_5d,delta_t2m_mean_10d,precip_mm_sum_anomaly_clim,precip_mm_sum_ratio_clim,precip_mm_sum_anomaly_roll,delta_precip_mm_sum_5d,delta_precip_mm_sum_10d,ndvi_zscore,ndvi_anomaly_roll,delta_ndvi_5d,delta_ndvi_10d,soil_deficit_index,soil_surface_moisture_anomaly_roll,delta_soil_surface_moisture_5d,delta_soil_surface_moisture_10d,soil_clay_pct,soil_silt_pct,soil_sand_pct,soil_soc_gkg,soil_ph,soil_bulk_density,soil_data_source,topo_elevation_m,topo_data_source,phen_planting_doy__arabicacoffee,phen_flowering_doy__arabicacoffee,phen_harvest_doy__arabicacoffee
2019-01-13,0.0,25.39999961853028,137.23440875838287,0.782602854920918,24.7,24.7,17.3,1,-0.9639344262295104,0.9624401149792398,-0.6346153846153868,-0.9000000000000021,-1.6000000000000014,-1.35113014683471,0.0,-0.5398183363049653,-0.0247201182528344,-0.6850070847880363,1.3760072256688114,0.0,0.0,0.0,0,0.0,0.0,0.0,25,35,40,15,6.5,1.3,Fallback_FAO_Defaults,,Fallback_None,273,175,19
2019-01-14,0.0,25.39999961853028,137.23440875838287,0.782602854920918,25.2,25.2,18.0,1,-0.4639344262295104,0.9819227083998722,-0.10000000000000142,0.5999999999999979,-1.5,-1.35113014683471,0.0,-0.5198250645899667,0.0,-2.775396781548133,1.3760072256688114,0.0,0.0,0.0,0,0.0,0.0,0.0,25,35,40,15,6.5,1.3,Fallback_FAO_Defaults,,Fallback_None,273,175,19
2019-01-15,0.0210564219920261,25.39999961853028,137.23440875838287,0.782602854920918,24.7,24.7,17.5,1,-0.9639344262295104,0.9624401149792398,-0.5750000000000028,0.3999999999999986,-1.0,-1.330073724842684,0.015584303289623829,-0.48020346171972744,0.0210564219920261,0.0210564219920261,1.3760072256688114,0.0,0.0,0.0,0,0.0,0.0,0.0,25,35,40,15,6.5,1.3,Fallback_FAO_Defaults,,Fallback_None,273,175,19
2019-01-16,0.0323585468987811,25.39999961853028,137.23440875838287,0.782602854920918,24.2,24.2,17.6,1,-1.4639344262295104,0.9429575215586073,-1.0344827586206904,-0.40000000000000213,-1.1999999999999993,-1.318771599935929,0.02394924498915771,-0.7703477544928029,0.0323585468987811,0.0323585468987811,1.3760072256688114,0.0,0.0,0.0,0,0.0,0.0,0.0,25,35,40,15,6.5,1.3,Fallback_FAO_Defaults,,Fallback_None,273,175,19
2019-01-17,0.809303112678762,25.39999961853028,137.23440875838287,0.782602854920918,24.0,24.0,17.8,1,-1.6639344262295097,0.9351644841903545,-1.2099999999999973,-0.8999999999999986,-2.0,-0.5418270341559481,0.5989823516074412,-0.05528078734152497,-2.7344977419553658,0.7798463536823786,1.3760072256688114,0.0,0.0,0.0,0,0.0,0.0,0.0,25,35,40,15,6.5,1.3,Fallback_FAO_Defaults,,Fallback_None,273,175,19
2019-01-18,0.0,25.39999961853028,137.23440875838287,0.782602854920918,24.4,24.4,17.4,1,-1.2639344262295111,0.9507505589268603,-0.7600000000000016,-0.3000000000000007,-1.2000000000000028,-1.35113014683471,0.0,-0.9081995188188852,0.0,-0.0247201182528344,1.3760072256688114,0.0,0.0,0.0,0,0.0,0.0,0.0,25,35,40,15,6.5,1.3,Fallback_FAO_Defaults,,Fallback_None,273,175,19
2019-01-19,0.0,25.39999961853028,137.23440875838287,0.782602854920918,25.0,25.0,17.0,1,-0.6639344262295097,0.9741296710316192,-0.120000000000001,-0.1999999999999993,0.3999999999999986,-1.35113014683471,0.0,-0.886186505057978,0.0,0.0,1.3760072256688114,0.002325053178822367,0.0,0.0,0,0.0,0.0,0.0,25,35,40,15,6.5,1.3,Fallback_FAO_Defaults,,Fallback_None,273,175,19
2019-01-20,0.0,25.39999961853028,137.23440875838287,0.782602854920918,25.2,25.2,18.1,1,-0.4639344262295104,0.9819227083998722,0.14000000000000057,0.5,0.8999999999999986,-1.35113014683471,0.0,-0.9488142432143526,-0.0210564219920261,0.0,1.3760072256688114,0.004650106357644623,0.0,0.0,0,0.0,0.0,0.0,25,35,40,15,6.5,1.3,Fallback_FAO_Defaults,,Fallback_None,273,175,19
2019-01-21,0.0,25.39999961853028,137.23440875838287,0.782602854920918,25.0,25.0,18.5,1,-0.6639344262295097,0.9741296710316192,-0.023333333333333428,0.8000000000000007,0.3999999999999986,-1.35113014683471,0.0,-0.9488142432143526,-0.0323585468987811,0.0,1.3760072256688114,0.0069751595364669905,0.0,0.0,0,0.0,0.0,0.0,25,35,40,15,6.5,1.3,Fallback_FAO_Defaults,,Fallback_None,273,175,19
2019-01-22,6.114177064140015,25.39999961853028,137.23440875838287,0.782602854920918,25.6,25.6,19.8,1,-0.06393442622950829,0.9975087831363781,0.5833333333333357,1.6000000000000014,0.7000000000000028,4.763046917305305,4.525231768726118,5.16015568764103,5.304873951461253,2.5703762095058873,1.3760072256688114,0.009300212715289247,0.0,0.0,0,0.0,0.0,0.0,25,35,40,15,6.5,1.3,Fallback_FAO_Defaults,,Fallback_None,273,175,19
